Y,X,AREA,PERIMETER,GEMSTR_,GEMSTR_ID,RELATEID,TYPE,GCM_CODE,GEOC_SRC,GEOC_DATE,UTME,UTMN,UTM_ZONE,FIELD_STA,MEAS_ID,MEAS_DATE,GEOL_1,GEOL_2,REFRNCE,STRUCTURE,STRUC_TYPE,DIPD_TREND,DIP_PLUNGE,MRR_RELIAB,N_MEAS,SYM_CODE,DISPLAY,AVANGLE
47.4041887222224,-91.1205237401132,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,FZ,P,"282","60",,"1","123","12000","78"
47.4138777944261,-91.1004214194767,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"115","13",,"1","124","12000","245"
47.4356606970671,-91.0701152555844,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,FZ,P,"357","85",,"0","123","12000","3"
47.4391609233881,-91.0660344281795,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"153","5",,"1","124","12000","207"
47.4449608894992,-91.0584503497561,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"136","18",,"1","124","12000","224"
47.450729114332,-91.0514008341107,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"245","50",,"1","124","12000","115"
47.4575081125287,-91.0350957723069,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"135","24",,"1","124","12000","225"
47.4583550028369,-91.0327451832819,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"95","10",,"1","124","200000","265"
47.4598765252797,-91.030934219658,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"115","27",,"1","124","12000","245"
47.4605070599284,-91.0300781630326,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"137","30",,"1","124","12000","223"
47.464430844876,-91.0237467380677,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"170","22",,"0","124","12000","190"
47.4666757378145,-91.0206295104861,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"175","55",,"1","124","12000","185"
47.4672494568265,-91.0188237954317,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"135","16",,"1","124","12000","225"
47.4689135215611,-91.014776469895,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"125","16",,"1","124","200000","235"
47.4732539088023,-91.0069401459377,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"125","18",,"1","124","12000","235"
47.4736713733495,-91.0054373661663,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"133","27",,"1","124","12000","227"
47.481223506587,-90.9945030563436,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"123","27",,"1","124","12000","237"
47.4815685274209,-90.9934786157737,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"127","16",,"1","124","12000","233"
47.4863381913247,-90.9803272294823,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"145","21",,"1","124","12000","215"
47.4858661066468,-90.9809997604304,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"190","25",,"1","124","12000","170"
47.4855201533584,-90.9819649107419,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"148","16",,"1","124","12000","212"
47.4874446221323,-90.9836165298686,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"148","14",,"1","124","200000","212"
47.4900683203193,-90.9791727026215,0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,VC,P,"125","14",,"1","124","12000","235"
