AREA,PERIMETER,GEMSTR_,GEMSTR_ID,RELATEID,TYPE,GCM_CODE,GEOC_SRC,GEOC_DATE,UTME,UTMN,UTM_ZONE,FIELD_STA,MEAS_ID,MEAS_DATE,GEOL_1,GEOL_2,REFRNCE,STRUCTURE,STRUC_TYPE,DIPD_TREND,DIP_PLUNGE,MRR_RELIAB,N_MEAS,SYM_CODE,DISPLAY,AVANGLE
0.00000,0.00000,"1176","2683",,OB,AS,MGS,"19940601","637369","5261755","15",D261.00,D261.00.1,"19880808",JDM,,NB:CND/FM:287B.NN3,IM,P,"175","26",,"0","73","12000","185"
0.00000,0.00000,"1177","2682",,OB,AS,MGS,"19940601","637427","5261504","15",D267.00,D267.00.1,"19880810",JDM,EAJ,NB:CND/FM:287B.NN3,IL,P,"160","14",,"0","103","12000","200"
0.00000,0.00000,"1178","2687",,OB,AS,MGS,"19940601","637060","5261343","15",D259.00,D259.00.1,"19880808",JDM,DMP,NB:CND/FM:287B.NN3,IM,P,"105","22",,"0","73","200000","255"
0.00000,0.00000,"1179","2688",,OB,AS,MGS,"19940601","637239","5261135","15",D268.00,D268.00.1,"19880810",EAJ,JDM,NB:CND/FM:287B.NN3,IM,P,"6","10",,"0","73","12000","354"
0.00000,0.00000,"1180","2689",,OB,AS,MGS,"19940601","637130","5261009","15",D256.00,D256.00.1,"19880828",DMP,,NB:CND/FM:287B.NN3,IM,P,"52","23",,"0","73","12000","308"
0.00000,0.00000,"1181","2690",,OB,AS,MGS,"19940601","636895","5261027","15",D255.00,D255.00.1,"19880828",DMP,,NB:CND/FM:287B.NN3,IM,P,"110","27",,"0","73","12000","250"
0.00000,0.00000,"1182","2691",,OB,AS,MGS,"19940601","636859","5260871","15",D258.00,D258.00.1,"19880808",JDM,,NB:CND/FM:287B.NN3,IM,P,"109","29",,"0","73","12000","251"
0.00000,0.00000,"1183","2696",,OB,AS,MGS,"19940601","636385","5260483","15",D280.00,D280.00.1,"19880824",JCG,EAH,NB:CND/FM:287B.NN2,JS,P,"87","90",,"0","133","12000","273"
0.00000,0.00000,"1190","2725",,OB,AS,MGS,"19940601","641115","5257730","15",E193.00,E193.00.1,"19890925",DMP,,NB:CNE/FM:287B.NC4,IM,P,"152","7",,"0","73","12000","208"
0.00000,0.00000,"1191","2726",,OB,AS,MGS,"19940601","639601","5257250","15",E910.00,E910.00.1,"19900531",JDM,,NB:CNE/FM:287B.NC4,JJ,P,"235","80",,"0","132","12000","125"
0.00000,0.00000,"1194","2733",,OB,AS,MGS,"19940601","634791","5256819","15",F253.00,F253.00.1,"19880721",JDM,,NB:CNF/FM:287B.NC1,JJ,P,"90","85",,"0","132","12000","270"
0.00000,0.00000,"1204","2743",,OB,AS,MGS,"19940601","636304","5254820","15",E168.00,E168.00.1,"19870909",TJB,,NB:CNE/FM:287B.CC2,IM,P,"90","4",,"0","73","12000","270"
0.00000,0.00000,"1205","2746",,OB,AS,MGS,"19940601","635780","5254303","15",E170.00,E170.00.1,"19870909",TJB,,NB:CNE/FM:287B.CC2,IM,P,"135","5",,"0","73","12000","225"
0.00000,0.00000,"1206","2747",,OB,AS,MGS,"19940601","636684","5254673","15",E174.01,E174.01.1,"19870914",TJB,,NB:CNE/FM:287B.CC2,IM,P,"112","13",,"0","73","12000","248"
0.00000,0.00000,"1207","2749",,OB,AS,MGS,"19940601","640041","5254692","15",E144.00,E144.00.1,"19870821",TJB,SEB,NB:CNE/FM:287B.CC3,JC,L,"1","80",,"0","45","12000","359"
0.00000,0.00000,"1209","2752",,OB,AS,MGS,"19940601","640524","5254386","15",E138.00,E138.00.1,"19870819",TJB,DMP,NB:CNE/FM:287B.CC3,JC,L,"40","80",,"0","45","12000","320"
0.00000,0.00000,"1210","2751",,OB,AS,MGS,"19940601","640468","5254628","15",E140.00,E140.00.1,"19870819",TJB,DMP,NB:CNE/FM:287B.CC3,JC,L,"340","75",,"0","45","12000","20"
0.00000,0.00000,"1211","2766",,OB,AS,MGS,"19940601","639180","5253909","15",D210.00,D210.00.1,"19870916",SEB,DMP,NB:CND/FM:287B.CC3,JJ,P,"0","72",,"0","132","12000","360"
0.00000,0.00000,"1214","2772",,OB,AS,MGS,"19940601","636841","5252083","15",E154.00,E154.00.1,"19870828",TJB,,NB:CNE/FM:287B.SC2,JC,L,"352","80",,"0","45","12000","8"
0.00000,0.00000,"1215","2773",,OB,AS,MGS,"19940601","637173","5252065","15",E154.02,E154.02.1,"19870828",JDM,,NB:CNE/FM:287B.SC2,JB,P,"170","13",,"0","132","12000","190"
0.00000,0.00000,"1216","2775",,OB,AS,MGS,"19940601","635172","5254026","15",E158.00,E158.00.1,"19870831",TJB,,NB:CNE/FM:287B.CC1,JJ,P,"140","15",,"0","132","12000","220"
0.00000,0.00000,"1217","2781",,OB,AS,MGS,"19940601","633669","5252383","15",E163.00,E163.00.1,"19870902",TJB,NAN,NB:CNE/FM:287B.SC1,JJ,P,"195","90",,"0","134","12000","165"
0.00000,0.00000,"1218","2780",,OB,AS,MGS,"19940601","633183","5252526","15",E208.00,E208.00.1,"19880713",JDM,NAN,NB:CNE/FM:287B.SC1,JJ,P,"122","90",,"0","134","12000","238"
0.00000,0.00000,"1220","2776",,OB,AS,MGS,"19940601","632662","5252284","15",E161.00,E161.00.1,"19870901",TJB,JCG,NB:CNE/FM:287B.SC1,IM,P,"140","17",,"0","73","200000","220"
0.00000,0.00000,"1221","2782",,OB,AS,MGS,"19940601","634960","5251813","15",E149.00,E149.00.1,"19870825",TJB,,NB:CNE/FM:287B.SC1,,,"185","23",,"0","1","12000","175"
0.00000,0.00000,"1224","2788",,OB,AS,MGS,"19940601","637289","5249693","15",D130.00,D130.00.1,"19650913",JCG,MJS,NB:CND/FM:287B.JG2,JJ,P,"120","90",,"0","134","12000","240"
0.00000,0.00000,"1225","2789",,OB,AS,MGS,"19940601","637729","5249823","15",D126.00,D126.00.1,"19870728",WJD,MSP,NB:CND/FM:287B.JG2,IM,P,"130","13",,"0","73","12000","230"
0.00000,0.00000,"1226","2793",,OB,AS,MGS,"19940601","637721","5249665","15",D125.00,D125.00.1,"19650913",JCG,,NB:CND/FM:287B.JG1,IM,P,"245","10",,"0","73","12000","115"
0.00000,0.00000,"1227","2792",,OB,AS,MGS,"19940601","637968","5249990","15",D133.00,D133.00.1,"19870729",MSP,WJD,NB:CND/FM:287B.SS2,IM,P,"140","14",,"0","73","12000","220"
0.00000,0.00000,"1228","2790",,OB,AS,MGS,"19940601","637801","5250199","15",D132.00,D132.00.1,"19870729",MSP,WJD,NB:CND/FM:287B.SS2,IM,P,"85","9",,"0","73","12000","275"
0.00000,0.00000,"1230","2795",,OB,AS,MGS,"19940601","637392","5249595","15",D128.00,D128.00.1,"19870728",WJD,MSP,NB:CND/FM:287B.SS2,IM,P,"0","14",,"0","73","12000","360"
0.00000,0.00000,"1232","2802",,OB,AS,MGS,"19940601","638111","5249556","15",D134.00,D134.00.1,"19870729",WJD,MSP,NB:CND/FM:287B.SS2,IM,P,"48","39",,"0","73","12000","312"
0.00000,0.00000,"1233","2801",,OB,AS,MGS,"19940601","638173","5250037","15",D137.00,D137.00.1,"19870729",WJD,MSP,NB:CND/FM:287B.SS2,IM,P,"120","5",,"0","73","200000","240"
0.00000,0.00000,"1234","2799",,OB,AS,MGS,"19940601","638295","5251016","15",D145.00,D145.00.1,"19870730",WJD,MSP,NB:CND/FM:287B.SC3,JC,L,"106","80",,"0","45","12000","254"
0.00000,0.00000,"1235","2800",,OB,AS,MGS,"19940601","638354","5251091","15",D145.00,D145.00.1,"19870730",WJD,MSP,NB:CND/FM:287B.SC3,JC,L,"106","80",,"0","45","12000","254"
0.00000,0.00000,"1238","2750",,OB,AS,MGS,"19940601","640166","5254433","15",E144.00,E144.00.2,"19870821",TJB,SEB,NB:CNE/FM:287B.CC3,JC,L,"45","80",,"0","45","12000","315"
0.00000,0.00000,"1239","2826",,OB,AS,MGS,"19940601","640460","5254609","15",E140.00,E140.00.2,"19870819",TJB,DMP,NB:CNE/FM:287B.CC3,JJ,P,"22","75",,"0","132","12000","338"
0.00000,0.00000,"1240","2798",,OB,AS,MGS,"19940601","637866","5248972","15",D117.00,D117.00.2,"19650913",JCG,MJS,NB:CND/FM:287B.JG1,JJ,P,"10","75",,"0","132","12000","350"
0.00000,0.00000,"1241","2794",,OB,AS,MGS,"19940601","637744","5249563","15",D125.00,D125.00.2,"19650913",JCG,,NB:CND/FM:287B.JG1,IM,P,"175","5",,"0","73","12000","185"
0.00000,0.00000,"1242","2796",,OB,AS,MGS,"19940601","637812","5249420","15",D125.00,D125.00.3,"19650913",JCG,MJS,NB:CND/FM:287B.JG1,JJ,P,"62","15",,"0","132","12000","298"
0.00000,0.00000,"1243","2828",,OB,AS,MGS,"19940601","637291","5249698","15",D130.00,D130.00.2,"19650913",JCG,MJS,NB:CND/FM:287B.JG2,IM,P,"130","5",,"0","73","12000","230"
0.00000,0.00000,"1249","2833",,OB,AS,MGS,"19940601","639596","5257221","15",E910.00,E910.00.2,"19900531",JDM,,NB:CNE/FM:287B.NC4,JJ,P,"320","78",,"0","132","12000","40"
0.00000,0.00000,"1270","2571",,OB,AS,MGS,"19940601","637600","5262242","15",G144.00,G144.00.1,"19890720",JDM,,NB:CNG/FM:314C.SSC,IM,P,"228","16",,"0","73","12000","132"
0.00000,0.00000,"1275","2569",,OB,AS,MGS,"19940601","636864","5262477","15",H148.01,H148.01.1,"19890721",JDM,JDM,NB:CNH/FM:314C.SSC,IM,P,"85","90",,"0","126","200000","275"
0.00000,0.00000,"1280","2589",,OB,AS,MGS,"19940601","640173","5266755","15",G173.00,G173.00.1,"19890726",RCL,,NB:CNG/FM:314C.CSE,JJ,P,"115","55",,"0","132","12000","245"
0.00000,0.00000,"1283","2592",,OB,AS,MGS,"19940601","639647","5265984","15",H150.00,H150.00.1,"19890731",NAN,EAJ,NB:CNH/FM:314C.SCE,DF,P,"130","90",,"0","112","12000","230"
0.00000,0.00000,"1322","2553",,OB,AS,MGS,"19940601","643474","5271285","15",G577.00,G577.00.1,"19900914",JDM,,NB:CNG/FM:314D.NC2,IL,P,"125","30",,"0","103","12000","235"
0.00000,0.00000,"1323","2554",,OB,AS,MGS,"19940601","643457","5271352","15",H257.00,H257.00.1,"19900914",JDM,,NB:CNG/FM:314.D.NC,DC,p,"100","90",,"0","100","12000","260"
0.00000,0.00000,"1325","2557",,OB,AS,MGS,"19940601","642900","5270708","15",G582.00,G582.00.1,"19900514",JDM,,NB:CNG/FM:314D.NC2,IM,P,"140","42",,"0","73","12000","220"
0.00000,0.00000,"1326","2558",,OB,AS,MGS,"19940601","643150","5270828","15",G580.00,G580.00.1,"19900914",JDM,,NB:CNG/FM:314D.NC2,IM,P,"113","77",,"0","73","12000","247"
0.00000,0.00000,"1328","2562",,OB,AS,MGS,"19940601","645547","5269161","15",H578.00,H578.00.1,"19900907",EAH,EAH,NB:CNH/FM:314D.SC2,IM,P,"140","20",,"0","73","200000","220"
0.00000,0.00000,"1342","2582",,OB,AS,MGS,"19940601","641310","5268143","15",G568.00,G568.00.1,"19900912",JDM,EAH,NB:CNG/FM:314D.SC1,IM,P,"320","80",,"0","73","200000","40"
0.00000,0.00000,"1344","2580",,OB,AS,MGS,"19940601","642622","5270152","15",G558.01,G558.01.1,"19900907",JDM,,NB:CNG/FM:314D.NC2,IM,P,"135","90",,"0","126","12000","225"
0.00000,0.00000,"1350","2588",,OB,AS,MGS,"19940601","645055","5267148","15",H547.00,H547.00.1,"19900831",EAJ,,NB:CNH/FM:314D.SS3,JB,P,"91","10",,"0","132","12000","269"
0.00000,0.00000,"1352","2592",,OB,AS,MGS,"19940601","644948","5264565","15",G526.00,G526.00.1,"19900828",JDM,,NB:CNG/FM:314D.SS2,IL,P,"250","10",,"1","103","12000","110"
0.00000,0.00000,"1353","2593",,OB,AS,MGS,"19940601","644814","5264539","15",G527.00,G527.00.1,"19900828",JDM,EAH,NB:CNG/FM:314D.SS2,IL,P,"135","17",,"0","103","200000","225"
0.00000,0.00000,"1354","2594",,OB,AS,MGS,"19940601","644624","5264636","15",G528.00,G528.00.1,"19900828",JDM,,NB:CNG/FM:314D.SS2,JB,P,"135","15",,"0","132","12000","225"
0.00000,0.00000,"1355","2596",,OB,AS,MGS,"19940601","644453","5264215","15",G535.04,G535.04.1,"19900830",JDM,,NB:CNG/FM:314D.SS2,IL,P,"138","18",,"1","103","12000","222"
0.00000,0.00000,"1356","2597",,OB,AS,MGS,"19940601","644434","5263981","15",G535.00,G535.00.1,"19900830",JDM,,NB:CNG/FM:314D.SS2,JB,P,"165","15",,"0","132","12000","195"
0.00000,0.00000,"1357","2595",,OB,AS,MGS,"19940601","645011","5264215","15",G536.08,G536.08.1,"19900830",JDM,,NB:CNG/FM:314D.SS2,IL,P,"180","15",,"0","103","12000","180"
0.00000,0.00000,"1358","2598",,OB,AS,MGS,"19940601","644501","5263668","15",G530.00,G530.00.1,"19900829",JDM,EAJ,NB:CNG/FM:314D.SS2,IL,P,"90","10",,"0","103","12000","270"
0.00000,0.00000,"1359","2599",,OB,AS,MGS,"19940601","644185","5263516","15",G532.00,G532.00.1,"19900829",JDM,EAH,NB:CNG/FM:314D.SS2,IL,P,"115","20",,"0","103","200000","245"
0.00000,0.00000,"1360","2600",,OB,AS,MGS,"19940601","644088","5263296","15",G532.01,G532.01.1,"19900829",JDM,EAJ,NB:CNG/FM:314D.SS2,IL,P,"95","19",,"0","103","12000","265"
0.00000,0.00000,"1361","2602",,OB,AS,MGS,"19940601","643917","5263002","15",G533.00,G533.00.1,"19900830",JDM,,NB:CNG/FM:314D.SS2,IL,P,"150","14",,"0","103","12000","210"
0.00000,0.00000,"1362","2601",,OB,AS,MGS,"19940601","644572","5263140","15",G500.00,G500.00.1,"19900822",JDM,,NB:CNG/FM:314D.SS2,IL,P,"145","15",,"0","103","12000","215"
0.00000,0.00000,"1363","2603",,OB,AS,MGS,"19940601","643773","5262649","15",G510.01,G510.01.1,"19900812",JDM,,NB:CNG/FM:314D.SS2,IL,P,"130","22",,"0","103","12000","230"
0.00000,0.00000,"1364","2604",,OB,AS,MGS,"19940601","643648","5262375","15",G512.00,G512.00.1,"19900817",JDM,TJB,NB:CNG/FM:314D.SS2,IL,P,"70","13",,"1","103","200000","290"
0.00000,0.00000,"1450","2834",,OB,AS,MGS,"19940601","639750","5257035","15",D213.00,D213.00.1,"19890925",DMP,,NB:CND/FM:287B.NC4,IL,P,"205","15",,"1","103","12000","155"
0.00000,0.00000,"1462","2908",,OB,AS,MGS,"19940601","635459","5244538","15",A344.00,A344.00.1,"19880607",JDM,,NB:JMN/FM:287C.CC2,JB,P,"310","50",,"1","132","12000","50"
0.00000,0.00000,"1463","2909",,OB,AS,MGS,"19940601","635462","5244581","15",A344.00,A344.00.2,"19880607",JDM,DDE,NB:JMN/FM:287C.CC2,JJ,P,"60","80",,"1","132","12000","300"
0.00000,0.00000,"1464","2910",,OB,AS,MGS,"19940601","635489","5244564","15",A344.00,A344.00.3,"19880607",JDM,,NB:JMN/FM:287C.CC2,IL,P,"245","85",,"1","103","12000","115"
0.00000,0.00000,"1466","2912",,OB,AS,MGS,"19940601","635928","5243524","15",A335.00,A335.00.3,"19880607",JDM,,NB:JMN/FM:287C.CC2,JJ,P,"95","90",,"1","134","12000","265"
0.00000,0.00000,"1475","2581",,OB,AS,MGS,"19940601","639186","5265783","15",H157.00,H157.00.1,"19890802",EAJ,JDM,NB:CNH/FM:314C.SCC,JJ,P,"129","90",,"1","134","12000","231"
0.00000,0.00000,"1482","3000",,OB,AS,MGS,"19940601","639931","5266450","15",G174.00,G174.00.2,"19890726",RCL,JDM,NB:CNG/FM:314C.CSE,JJ,P,"125","90",,"1","134","12000","235"
0.00000,0.00000,"1483","2588",,OB,AS,MGS,"19940601","640029","5266540","15",G174.00,G174.00.1,"19890726",RCL,JDM,NB:CNG/FM:314C.CSE,DB,P,"135","90",,"1","112","12000","225"
0.00000,0.00000,"1484","2595",,OB,AS,MGS,"19940601","640787","5267429","15",G201.00,G201.00.1,"19890807",NAN,RCL,NB:CNG/FM:314C.CSE,IL,P,"340","80",,"1","103","12000","20"
0.00000,0.00000,"1497","2552",,OB,AS,MGS,"19940601","643120","5271852","15",H258.00,H258.00.1,"19900920",JDM,EAJ,NB:CNG/FM:314D.NC2,SF,L,"70","5",,"1","155","12000","290"
0.00000,0.00000,"1498","3005",,OB,AS,MGS,"19940601","643103","5271830","15",H258.00,H258.00.2,"19900920",JDM,EAJ,NB:CNG/FM:314D.NC2,FS,P,"160","90",,"1","128","12000","200"
0.00000,0.00000,"1500","2555",,OB,AS,MGS,"19940601","643193","5271048","15",G578.00,G578.00.1,"19900914",JDM,RCL,NB:CNG/FM:314D.NC2,IM,P,"300","75",,"1","73","200000","60"
0.00000,0.00000,"1504","2575",,OB,AS,MGS,"19940601","644918","5267601","15",H553.00,H553.00.1,"19900904",EAJ,,NB:CNH/FM:314D.SC2,JJ,P,"82","53",,"1","132","12000","278"
0.00000,0.00000,"1505","2590",,OB,AS,MGS,"19940601","644625","5266398","15",H529.00,H529.00.1,"19900828",EAH,EAH,NB:CNH/FM:314D.SS3,VB,P,"135","6",,"1","122","200000","225"
0.00000,0.00000,"1506","3007",,OB,AS,MGS,"19940601","644659","5266430","15",H529.00,H529.00.2,"19900828",EAJ,,NB:CNH/FM:314D.SS3,JC,L,"0","90",,"1","13","12000","360"
0.00000,0.00000,"1507","2591",,OB,AS,MGS,"19940601","645117","5266166","15",H523.04,H523.04.1,"19900829",JDM,EAJ,NB:CNH/FM:314D.SS3,SF,L,"30","90",,"1","155","12000","330"
0.00000,0.00000,"1508","3008",,OB,AS,MGS,"19940601","645108","5266168","15",H523.00,H523.00.2,"19900829",JDM,EAJ,NB:CNH/FM:314D.SS3,FS,P,"126","90",,"1","128","12000","234"
0.00000,0.00000,"1607","3056",,OB,AS,MGS,"19940601","635529","5258698","15",F401.00,F401.00.1,"19880921",JDM,,NB:CNF/FM:287B.NN2,JJ,P,"40","67",,"1","132","12000","320"
0.00000,0.00000,"1608","3057",,OB,AS,MGS,"19940601","635519","5258695","15",F401.00,F401.00.2,"19880921",JDM,,NB:CNF/FM:287B.NN2,JJ,P,"125","85",,"1","132","12000","235"
0.00000,0.00000,"1609","3058",,OB,AS,MGS,"19940601","635516","5258708","15",F401.00,F401.00.3,"19880921",JDM,,NB:CNF/FM:287B.NN2,IT,P,"115","23",,"1","73","12000","245"
0.00000,0.00000,"1612","2667",,OB,AS,MGS,"19940601","636208","5260107","15",F307.00,F307.00.1,"19880819",DMP,,NB:CNF/FM:287B.NN2,IL,P,"152","18",,"1","103","200000","208"
0.00000,0.00000,"1640","3074",,OB,AS,MGS,"19940601","636312","5260865","15",D282.00,D282.00.1,"19880824",JCG,EAJ,NB:CND/FM:287B.NN2,DF,P,"233","90",,"1","112","12000","127"
0.00000,0.00000,"1641","3075",,OB,AS,MGS,"19940601","636294","5260848","15",D282.00,D282.00.2,"19880824",JCG,EAJ,NB:CND/FM:287B.NN2,IM,P,"90","12",,"2","73","12000","270"
0.00000,0.00000,"1642","3076",,OB,AS,MGS,"19940601","636329","5260858","15",D282.00,D282.00.3,"19880824",JCG,EAH,NB:CND/FM:287B.NN2,JJ,P,"115","90",,"1","134","12000","245"
0.00000,0.00000,"1648","2697",,OB,AS,MGS,"19940601","636423","5260373","15",D244.00,D244.00.1,"19880726",DMP,,NB:CND/FM:287B.NN3,NS,P,"70","90",,"1","118","12000","290"
0.00000,0.00000,"1649","3082",,OB,AS,MGS,"19940601","636451","5260369","15",D244.00,D244.00.2,"19880726",DMP,,NB:CND/FM:287B.NN3,IM,P,"20","15",,"1","73","12000","340"
0.00000,0.00000,"1650","3083",,OB,AS,MGS,"19940601","636289","5260386","15",D245.00,D245.00.1,"19880726",DMP,,NB:CND/FM:287B.NN3,JJ,P,"92","90",,"1","134","12000","268"
0.00000,0.00000,"1651","3084",,OB,AS,MGS,"19940601","636404","5260548","15",D248.00,D248.00.1,"19880726",DMP,,NB:CND/FM:287B.NN3,IM,P,"202","25",,"1","73","12000","158"
0.00000,0.00000,"1667","2685",,OB,AS,MGS,"19940601","637707","5261889","15",D264.00,D264.00.2,"19880809",JDM,,NB:CND/FM:287B.NN3,IM,P,"310","21",,"1","73","12000","50"
0.00000,0.00000,"1668","3092",,OB,AS,MGS,"19940601","637621","5262017","15",D264.00,D264.00.3,"19880809",JDM,,NB:CND/FM:287B.NN3,IM,P,"90","29",,"1","73","12000","270"
0.00000,0.00000,"1689","2722",,OB,AS,MGS,"19940601","635711","5257811","15",F255.00,F255.00.1,"19880721",JDM,,NB:CNF/FM:287B.NC3,JJ,P,"23","85",,"1","132","12000","337"
0.00000,0.00000,"1690","3107",,OB,AS,MGS,"19940601","635698","5257817","15",F255.00,F255.00.2,"19880721",JDM,,NB:CNF/FM:287B.NC3,JJ,P,"128","80",,"1","132","12000","232"
0.00000,0.00000,"1691","3108",,OB,AS,MGS,"19940601","636125","5258491","15",F256.00,F256.00.1,"19880722",JDM,,NB:CNF/FM:287B.NC3,JJ,P,"132","79",,"1","132","12000","228"
0.00000,0.00000,"1694","3110",,OB,AS,MGS,"19940601","640295","5257618","15",D214.00,D214.00.1,"19890925",DMP,DMP,NB:CND/FM:287B.NC4,IM,P,"0","0",,"1","119","200000","360"
0.00000,0.00000,"1695","2724",,OB,AS,MGS,"19940601","640646","5257641","15",D214.00,D214.00.2,"19890925",DMP,,NB:CND/FM:287B.NC4,IM,P,"0","0",,"1","119","12000","360"
0.00000,0.00000,"1697","3112",,OB,AS,MGS,"19940601","640260","5255782","15",D189.01,D189.01.1,"19870902",DMP,,NB:CND/FM:287B.CC3,JJ,P,"280","83",,"1","132","12000","80"
0.00000,0.00000,"1702","2740",,OB,AS,MGS,"19940601","633473","5254985","15",E212.00,E212.00.1,"19880708",NAN,,NB:CNE/FM:287B.CC1,JJ,P,"222","90",,"1","134","12000","138"
0.00000,0.00000,"1703","3116",,OB,AS,MGS,"19940601","633493","5254981","15",E212.00,E212.00.2,"19880708",NAN,,NB:CNE/FM:287B.CC1,JJ,P,"115","90",,"1","134","12000","245"
0.00000,0.00000,"1709","2754",,OB,AS,MGS,"19940601","640337","5253763","15",E139.00,E139.00.1,"19870819",TJB,DMP,NB:CNE/FM:287B.CC3,JJ,P,"180","90",,"1","134","12000","180"
0.00000,0.00000,"1729","2824",,OB,AS,MGS,"19940601","638608","5248275","15",B406.00,B406.00.1,"19870721",JDM,TJB,NB:CNB/FM:287B.SS3,VC,P,"207","41",,"1","124","12000","153"
0.00000,0.00000,"1730","3139",,OB,AS,MGS,"19940601","638600","5248270","15",B406.00,B406.00.2,"19870721",JDM,TJB,NB:CNB/FM:287B.SS3,FS,P,"93","83",,"1","123","12000","267"
0.00000,0.00000,"1731","3140",,OB,AS,MGS,"19940601","638262","5248505","15",E106.00,E106.00.1,"19870728",TJB,MJS,NB:CNE/FM:287B.SS3,JJ,P,"98","10",,"1","132","12000","262"
0.00000,0.00000,"0","0",,,,,"0","0","0","0",,D132.00.2,"19870729",MJS,WJD,NB:CND/FM:287B.SS2,IM,P,"65","10",,"0","73","12000","295"
0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"0",JDM,,,JJ,P,"190","23",,"0","132","12000","170"
0.00000,0.00000,"0","0",,,,,"0","0","0","0",,E177.00.1,"19870909",TJB,,NB:CNE/FM:287B.CC3,JJ,P,"115","86",,"0","132","12000","245"
0.00000,0.00000,"0","0",,,,,"0","0","0","0",,E186.00.1,"19870909",TJB,,NB:CNE/FM:287B.CC3,VB,P,"255","15",,"0","122","12000","105"
0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19920000",JCG,,MGS Misc. Map M-71,IM,P,"147","25",,"1","73","200000","213"
0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19820000",JCG,,MGS Two Harbors Sheet,IU,P,"135","20",,"1","103","200000","225"
