AREA,PERIMETER,GEMSTR_,GEMSTR_ID,RELATEID,TYPE,GCM_CODE,GEOC_SRC,GEOC_DATE,UTME,UTMN,UTM_ZONE,FIELD_STA,MEAS_ID,MEAS_DATE,GEOL_1,GEOL_2,REFRNCE,STRUCTURE,STRUC_TYPE,DIPD_TREND,DIP_PLUNGE,MRR_RELIAB,N_MEAS,SYM_CODE,DISPLAY,AVANGLE
0.00000,0.00000,"990","2598",,OB,AS,MGS,"19940601","635680","5243280","15",A332.00,A332.00.1,"19860815",JDM,TJB,NB:CNA/FM:287C.CC2,JC,L,"57","10",,"1","45","12000","303"
0.00000,0.00000,"992","2601",,OB,AS,MGS,"19940601","635552","5243133","15",A331.00,A331.00.1,"19860815",JDM,TJB,NB:CNA/FM:287C.CC2,IM,P,"328","62",,"1","73","12000","32"
0.00000,0.00000,"1000","2615",,OB,AS,MGS,"19940601","636397","5244112","15",A367.00,A367.00.2,"19860827",TJB,COR,NB:CNA/FM:287C.CC1,CI,P,"70","90",,"1","144","12000","290"
0.00000,0.00000,"1001","2614",,OB,AS,MGS,"19940601","636419","5244107","15",A367.00,A367.00.3,"19860827",TJB,COR,NB:CNA/FM:287C.CC1,VL,P,"5","19",,"1","124","12000","355"
0.00000,0.00000,"1002","2613",,OB,AS,MGS,"19940601","636484","5244083","15",A368.00,A368.00.1,"19860827",TJB,COR,NB:CNA/FM:287C.CC1,IM,P,"212","85",,"1","73","12000","148"
0.00000,0.00000,"1003","2611",,OB,AS,MGS,"19940601","636495","5244069","15",A368.00,A368.00.2,"19880725",JDM,,NB:JMN/FM:287C.CC2,IM,P,"220","75",,"1","73","12000","140"
0.00000,0.00000,"1006","2620",,OB,AS,MGS,"19940601","636005","5243988","15",A340.00,A340.00.1,"19880606",JDM,,NB:JMN/FM:287C.CC3,VL,P,"125","59",,"1","124","12000","235"
0.00000,0.00000,"1007","2621",,OB,AS,MGS,"19940601","636102","5243976","15",A340.00,A340.00.2,"19880606",JDM,,NB:JMN/FM:287C.CC3,VL,P,"107","58",,"1","124","12000","253"
0.00000,0.00000,"1008","2622",,OB,AS,MGS,"19940601","636120","5243964","15",A340.00,A340.00.3,"19880606",JDM,,NB:JMN/FM:287C.CC3,VC,P,"133","62",,"1","124","12000","227"
0.00000,0.00000,"1009","2623",,OB,AS,MGS,"19940601","635853","5244122","15",A426.00,A426.00.1,"19870710",JDM,MJS,NB:CNA/FM:287C.CC3,JM,P,"130","90",,"1","133","12000","230"
0.00000,0.00000,"1010","2625",,OB,AS,MGS,"19940601","635870","5244102","15",A426.00,A426.00.4,"19870710",JDM,,NB:CNA/FM:287C.CC3,JJ,P,"75","83",,"1","132","12000","285"
0.00000,0.00000,"1011","2626",,OB,AS,MGS,"19940601","635880","5244100","15",A426.00,A426.00.2,"19870710",JDM,MJS,NB:CNA/FM:287C.CC3,VB,P,"120","65",,"1","122","12000","240"
0.00000,0.00000,"1012","2624",,OB,AS,MGS,"19940601","635866","5244105","15",A426.00,A426.00.3,"19870710",JDM,,NB:CNA/FM:287C.CC3,JJ,P,"240","50",,"1","132","12000","120"
0.00000,0.00000,"1013","2634",,OB,AS,MGS,"19940601","635679","5244202","15",A341.00,A341.00.4,"19870710",JDM,MJS,NB:CNA/FM:287C.CC3,VB,P,"85","64",,"2","122","12000","275"
0.00000,0.00000,"1014","2633",,OB,AS,MGS,"19940601","635692","5244198","15",A341.00,A341.00.5,"19870710",JDM,MJS,NB:CNA/FM:287C.CC3,VB,P,"84","52",,"1","122","12000","276"
0.00000,0.00000,"1015","2632",,OB,AS,MGS,"19940601","635740","5244163","15",A341.00,A341.00.6,"19870710",JDM,MJS,NB:CNA/FM:287C.CC3,VB,P,"92","63",,"1","122","12000","268"
0.00000,0.00000,"1017","2628",,OB,AS,MGS,"19940601","635731","5244203","15",A341.00,A341.00.7,"19870710",JDM,MJS,NB:CNA/FM:287C.CC3,VB,P,"87","61",,"2","122","12000","273"
0.00000,0.00000,"1018","2629",,OB,AS,MGS,"19940601","635761","5244189","15",A341.00,A341.00.2,"19860819",COR,DKH,NB:CNA/FM:287C.CC2,VC,P,"85","54",,"1","124","12000","275"
0.00000,0.00000,"1019","2631",,OB,AS,MGS,"19940601","635767","5244185","15",A341.00,A341.00.8,"19870710",JDM,MJS,NB:CNA/FM:287C.CC3,CI,P,"80","74",,"1","75","12000","280"
0.00000,0.00000,"1021","2637",,OB,AS,MGS,"19940601","635482","5244269","15",A343.00,A343.00.2,"19870710",JDM,MJS,NB:CNA/FM:287C.CC3,SB,P,"165","11",,"1","80","12000","195"
0.00000,0.00000,"1022","2638",,OB,AS,MGS,"19940601","635500","5244274","15",A343.00,A343.00.1,"19860819",COR,DKH,NB:CNA/FM:287C.CC2,SB,P,"172","13",,"1","80","12000","188"
0.00000,0.00000,"1023","2635",,OB,AS,MGS,"19940601","635563","5244321","15",A342.00,A342.00.1,"19860819",COR,DKH,NB:CNA/FM:287C.CC2,JC,L,"245","13",,"1","45","12000","115"
0.00000,0.00000,"1024","2636",,OB,AS,MGS,"19940601","635592","5244237","15",A342.00,A342.00.2,"19870710",JDM,MJS,NB:CNA/FM:287C.CC2,VL,P,"310","55",,"1","124","12000","50"
0.00000,0.00000,"1026","2643",,OB,AS,MGS,"19940601","636086","5243721","15",A337.00,A337.00.4,"19880607",JDM,,NB:JMN/FM:287C.CC3,CI,P,"340","70",,"1","75","12000","20"
0.00000,0.00000,"1029","2641",,OB,AS,MGS,"19940601","636145","5243754","15",A337.00,A337.00.5,"19880607",JDM,,NB:JMN/FM:287C.CC3,VC,P,"100","27",,"1","124","12000","260"
0.00000,0.00000,"1037","2658",,OB,AS,MGS,"19940601","632969","5246070","15",C517.00,C517.00.1,"19870821",DMP,JDM,NB:CNC/FM:287C.NW3,JC,L,"340","10",,"1","45","12000","20"
0.00000,0.00000,"1038","2657",,OB,AS,MGS,"19940601","632444","5245606","15",C516.00,C516.00.1,"19870821",DMP,JDM,NB:CNC/FM:287C.NW3,CI,P,"70","90",,"1","144","12000","290"
0.00000,0.00000,"1040","2652",,OB,AS,MGS,"19940601","634073","5246054","15",B340.00,B340.00.1,"19860826",TJB,DKH,NB:CNB/FM:287C.NW1,JJ,P,"135","70",,"1","132","12000","225"
0.00000,0.00000,"1043","2655",,OB,AS,MGS,"19940601","632968","5244897","15",A418.00,A418.00.2,"19870708",JDM,MJS,NB:CNA/FM:287C.CW1,IM,P,"20","18",,"1","73","12000","340"
0.00000,0.00000,"1046","2660",,OB,AS,MGS,"19940601","635473","5244621","15",A347.00,A347.00.1,"19860819",COR,DKH,NB:CNA/FM:287C.CC2,JC,L,"35","9",,"1","45","12000","325"
0.00000,0.00000,"1053","2673",,OB,AS,MGS,"19940601","635700","5247001","15",A427.00,A427.00.1,"19870713",MSP,JDM,NB:CNA/FM:287C.NC1,IT,P,"85","21",,"1","73","12000","275"
0.00000,0.00000,"1054","2672",,OB,AS,MGS,"19940601","636057","5247182","15",A427.00,A427.00.2,"19870713",MSP,JDM,NB:CNA/FM:287C.NC1,IM,P,"356","57",,"1","73","12000","4"
0.00000,0.00000,"1055","2671",,OB,AS,MGS,"19940601","636294","5247508","15",A427.00,A427.00.3,"19870713",MSP,JDM,NB:CNA/FM:287C.NC1,IM,P,"50","21",,"1","73","12000","310"
0.00000,0.00000,"1056","2674",,OB,AS,MGS,"19940601","635420","5247417","15",B364.00,B364.00.1,"19860908",TJB,COR,NB:CNB/FM:287C.NW1,IM,P,"135","12",,"1","73","200000","225"
0.00000,0.00000,"1061","2680",,OB,AS,MGS,"19940601","636898","5245664","15",A363.00,A363.00.1,"19870713",TJB,,NB:CNB/FM:287C.NE1,JC,L,"330","60",,"1","45","12000","30"
0.00000,0.00000,"1067","2695",,OB,AS,MGS,"19940601","636230","5248127","15",B368.00,B368.00.1,"19860908",TJB,COR,NB:CNB/FM:287C.NE1,IM,P,"120","10",,"1","73","12000","240"
0.00000,0.00000,"1068","2696",,OB,AS,MGS,"19940601","637264","5248108","15",A448.00,A448.00.1,"19870721",WJD,MSP,NB:CNA/FM:287C.NC2,JJ,P,"248","86",,"1","132","12000","112"
0.00000,0.00000,"1069","2697",,OB,AS,MGS,"19940601","637275","5248101","15",A448.00,A448.00.2,"19870721",WJD,MSP,NB:CNA/FM:287C.NC2,JJ,P,"325","79",,"1","132","12000","35"
0.00000,0.00000,"1081","2715",,OB,AS,MGS,"19940601","636909","5246634","15",B369.00,B369.00.1,"19860909",TJB,COR,NB:CNB/FM:287C.NE1,VL,P,"242","16",,"1","124","12000","118"
0.00000,0.00000,"1098","2738",,OB,AS,MGS,"19940601","637797","5246953","15",C512.00,C512.00.1,"19870728",JDM,,NB:CNC/FM:287C.NE4,JB,P,"104","18",,"1","132","12000","256"
0.00000,0.00000,"1099","2760",,OB,AS,MGS,"19940601","637938","5247041","15",A386.00,A386.00.1,"19860919",JDM,,NB:CNA/FM:287C.NE4,IL,P,"190","20",,"1","103","12000","170"
0.00000,0.00000,"1100","2761",,OB,AS,MGS,"19940601","637930","5247015","15",A386.00,A386.00.2,"19860919",JDM,,NB:CNA/FM:287C.NE4,IL,P,"20","10",,"1","103","12000","340"
0.00000,0.00000,"1101","2758",,OB,AS,MGS,"19940601","637922","5246987","15",A386.00,A386.00.3,"19860919",JDM,,NB:CNA/FM:287C.NE4,IL,P,"25","18",,"1","103","12000","335"
0.00000,0.00000,"1102","2759",,OB,AS,MGS,"19940601","637904","5246937","15",A386.00,A386.00.5,"19860919",JDM,,NB:CNA/FM:287C.NE4,IL,P,"81","30",,"1","103","12000","279"
0.00000,0.00000,"1103","2762",,OB,AS,MGS,"19940601","637915","5246960","15",A386.00,A386.00.4,"19860919",JDM,,NB:CNA/FM:287C.NE4,IL,P,"30","20",,"1","103","12000","330"
0.00000,0.00000,"1104","2755",,OB,AS,MGS,"19940601","638001","5246946","15",C508.00,C508.00.1,"19870727",JDM,,NB:CNC/FM:287C.NE4,IL,P,"55","15",,"1","103","12000","305"
0.00000,0.00000,"1105","2756",,OB,AS,MGS,"19940601","637985","5246918","15",C508.00,C508.00.2,"19870727",JDM,,NB:CNC/FM:287C.NE4,IL,P,"35","25",,"1","103","12000","325"
0.00000,0.00000,"1106","2757",,OB,AS,MGS,"19940601","637952","5246879","15",C508.00,C508.00.3,"19870727",JDM,,NB:CNC/FM:287C.NE4,IL,P,"35","29",,"1","103","12000","325"
0.00000,0.00000,"1107","2754",,OB,AS,MGS,"19940601","638053","5246932","15",C507.00,C507.00.1,"19870727",JDM,,NB:CNC/FM:287C.NE4,IL,P,"63","14",,"1","103","12000","297"
0.00000,0.00000,"1110","2753",,OB,AS,MGS,"19940601","638140","5246929","15",B417.00,B417.00.3,"19870722",JDM,TJB,NB:CNB/FM:287C.NE4,IM,P,"79","20",,"2","73","12000","281"
0.00000,0.00000,"1111","2750",,OB,AS,MGS,"19940601","638129","5246963","15",B417.00,B417.00.4,"19870722",JDM,TJB,NB:CNB/FM:287C.NE4,JM,P,"140","80",,"1","131","12000","220"
0.00000,0.00000,"1116","2741",,OB,AS,MGS,"19940601","637982","5246810","15",A387.00,A387.00.1,"19860919",JDM,,NB:CNA/FM:287C.NE4,VC,P,"0","65",,"1","124","12000","360"
0.00000,0.00000,"1122","2707",,OB,AS,MGS,"19940601","638539","5248122","15",B406.00,B406.00.6,"19870721",JDM,TJB,NB:CNB/FM:287C.NE4,VC,P,"140","26",,"1","124","12000","220"
0.00000,0.00000,"1123","2705",,OB,AS,MGS,"19940601","638563","5248171","15",B406.00,B406.00.5,"19870721",JDM,TJB,NB:CNB/FM:287C.NE4,CI,P,"180","72",,"1","75","12000","180"
0.00000,0.00000,"1124","2706",,OB,AS,MGS,"19940601","638575","5248202","15",B406.00,B406.00.4,"19870721",JDM,TJB,NB:CNB/FM:287C.NE4,CI,P,"65","25",,"1","75","12000","295"
0.00000,0.00000,"1125","2773",,OB,AS,MGS,"19940601","638593","5248245","15",B406.00,B406.00.3,"19870721",JDM,TJB,NB:CNB/FM:287C.NE4,SF,L,"202","35",,"1","155","12000","158"
0.00000,0.00000,"1126","2772",,OB,AS,MGS,"19940601","638591","5248243","15",B406.00,B406.00.2,"19870721",JDM,TJB,NB:CNB/FM:287C.NE4,JM,P,"112","85",,"1","131","12000","248"
0.00000,0.00000,"1127","2703",,OB,AS,MGS,"19940601","638712","5248046","15",B407.00,B407.00.2,"19870722",JDM,TJB,NB:CNB/FM:287C.NE4,VC,P,"315","15",,"1","124","12000","45"
0.00000,0.00000,"1128","2701",,OB,AS,MGS,"19940601","638697","5247952","15",B407.00,B407.00.3,"19870722",JDM,TJB,NB:CNB/FM:287C.NE4,JS,P,"68","78",,"1","131","12000","292"
0.00000,0.00000,"1129","2700",,OB,AS,MGS,"19940601","638713","5247924","15",B407.00,B407.00.4,"19870722",JDM,TJB,NB:CNB/FM:287C.NE4,JS,P,"123","90",,"1","133","12000","237"
0.00000,0.00000,"1140","2716",,OB,AS,MGS,"19940601","636911","5246650","15",B369.00,B369.00.2,"19870714",TJB,COR,NB:CNB/FM:287C.NE1,VL,P,"218","17",,"2","124","12000","142"
0.00000,0.00000,"1175","2686",,OB,AS,MGS,"19940601","637693","5262129","15",D264.00,D264.00.1,"19880809",JDM,,NB:CND/FM:287B.NN3,IM,P,"267","9",,"0","73","12000","93"
