X,Y,ValueId,PolyId,AREA,PERIMETER,STRPT#,STRPT-ID,RELATEID,TYPE,GCM_CODE,GEOC_SRC,GEOC_DATE,UTME,UTMN,UTM_ZONE,FIELD_STA,MEAS_ID,MEAS_DATE,GEOL_1,GEOL_2,REFRNCE,STRUCTURE,STRUC_TYPE,DIPD_TREND,DIP_PLUNGE,MRR_RELIAB,N_MEAS,SYM_CODE,DISPLAY,AVANGLE,POLYGONID,SCALE,ANGLE
-90.87792534,47.5503319,201,64,0,0,64,201,,ST,A,MGS,20060601,659664,5268505,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,160,19,,1,124,12000,200,0,1,0
-90.87813132,47.55019411,200,65,0,0,65,200,,ST,A,MGS,20060601,659649,5268489,15,,LT084.04,20050907,TJB,,,VC,P,155,17,,0,124,0,205,0,1,0
-90.87976845,47.54961541,198,67,0,0,67,198,,ST,A,MGS,20060601,659528,5268422,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,154,18,,2,124,12000,206,0,1,0
-90.90742883,47.55004039,197,68,0,0,68,197,,ST,A,MGS,20060601,657445,5268412,15,,LT013.04,20050727,TJB,,,VF,P,127,14,,0,124,24000,233,0,1,0
-90.88079208,47.54922493,196,69,0,0,69,196,,ST,A,MGS,20060601,659452,5268376,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,125,33,,1,124,12000,235,0,1,0
-90.88227713,47.54863825,193,72,0,0,72,193,,ST,A,MGS,20060601,659342,5268308,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,125,33,,1,124,12000,235,0,1,0
-90.88367242,47.54777695,190,75,0,0,75,190,,ST,A,MGS,20060601,659240,5268209,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,140,16,,1,124,200000,220,0,1,0
-90.90567291,47.54809267,189,76,0,0,76,189,,ST,A,MGS,20060601,657583,5268200,15,,LT013.03,20050727,TJB,,,VF,P,146,14,,0,124,24000,214,0,1,0
-90.89201497,47.54774152,188,77,0,0,77,188,,ST,A,MGS,20060601,658612,5268188,15,,LT085.03,20050907,TJB,,,VF,P,145,15,,0,124,0,215,0,1,0
-90.8839942,47.54728997,187,78,0,0,78,187,,ST,A,MGS,20060601,659217,5268155,15,,LT084.06,20050907,TJB,,,VF,P,135,19,,0,124,0,225,0,1,0
-90.90152825,47.54706387,186,79,0,0,79,186,,ST,A,MGS,20060601,657898,5268094,15,,LT013.01,20050727,TJB,,,VB,P,110,13,,0,122,24000,250,0,1,0
-90.90509759,47.5464959,185,80,0,0,80,185,,ST,A,MGS,20060601,657631,5268023,15,,LT013.02,20050727,TJB,,,VF,P,122,12,,0,124,24000,238,0,1,0
-90.88637976,47.54592477,184,81,0,0,81,184,,ST,A,MGS,20060601,659041,5267998,15,,LT084.07,20050907,TJB,,,VC,P,195,19,,0,124,0,165,0,1,0
-90.89869269,47.54586321,183,82,0,0,82,183,,ST,A,MGS,20060601,658115,5267966,15,,LT089.02,20050908,TJB,,,VC,P,148,12,,0,124,0,212,0,1,0
-90.89389899,47.54574848,182,83,0,0,83,182,,ST,A,MGS,20060601,658476,5267963,15,,LT089.01,20050908,TJB,,,VF,P,145,15,,0,124,0,215,0,1,0
-90.89772914,47.54477336,181,84,0,0,84,181,,ST,A,MGS,20060601,658191,5267847,15,,LT089.02,20050908,TJB,,,VC,P,133,12,,0,124,0,227,0,1,0
-90.89513353,47.5436321,178,87,0,0,87,178,,ST,A,MGS,20060601,658390,5267725,15,,LT089.02,20050908,TJB,,,VF,P,142,15,,0,124,0,218,0,1,0
-90.8915468,47.54304296,177,88,0,0,88,177,,ST,A,MGS,20060601,658661,5267667,15,,LT089.03,20050908,TJB,,,VF,P,132,13,,0,124,0,228,0,1,0
-90.89595018,47.54020384,176,89,0,0,89,176,,ST,A,MGS,20060601,658339,5267343,15,,LT089.04,20050908,TJB,,,VC,P,140,18,,0,124,0,220,0,1,0
-90.89767312,47.53949832,175,90,0,0,90,175,,ST,A,MGS,20060601,658211,5267261,15,,LT089.04,20050908,TJB,,,VF,P,142,19,,0,124,0,218,0,1,0
-90.89917785,47.53891233,174,91,0,0,91,174,,ST,A,MGS,20060601,658100,5267193,15,,LY090.05,20050908,TJB,,remeasured on 9-14-05,VC,P,170,20,,0,124,0,190,0,1,0
-90.90292239,47.53628841,173,92,0,0,92,173,,ST,A,MGS,20060601,657826,5266893,15,,LT097,20050914,TJB,,,VC,P,147,18,,0,124,0,213,0,1,0
-90.90372029,47.53560499,171,94,0,0,94,171,,ST,A,MGS,20060601,657768,5266816,15,,LT096.05,20050914,TJB,,,VC,P,220,22,,0,124,0,140,0,1,0
-90.90363495,47.53532944,170,95,0,0,95,170,,ST,A,MGS,20060601,657775,5266785,15,,LT096.05,20050914,TJB,,,VC,P,146,20,,0,124,0,214,0,1,0
-90.93699627,47.53578427,167,98,0,0,98,167,,ST,A,MGS,20060601,655263,5266769,15,,LT078.03,20050831,TJB,,,VF,P,131,14,,0,124,24000,229,0,1,0
-90.91360084,47.53481521,166,99,0,0,99,166,,ST,A,MGS,20060601,657026,5266708,15,,LT098.01,20050908,TJB,,,VF,P,160,15,,0,124,0,200,0,1,0
-90.91345288,47.53463821,165,100,0,0,100,165,,ST,A,MGS,20060601,657038,5266689,15,,LT098.01,20050908,TJB,,,VC,P,130,17,,0,124,0,230,0,1,0
-90.90527725,47.53424395,164,101,0,0,101,164,,ST,A,MGS,20060601,657655,5266661,15,,LT096.04,20050914,TJB,,,VC,P,145,14,,0,124,0,215,0,1,0
-90.93533917,47.53450862,163,102,0,0,102,163,,ST,A,MGS,20060601,655391,5266630,15,,LT078.03,20050831,TJB,,,VF,P,160,13,,0,124,0,200,0,1,0
-90.90804112,47.53208296,161,104,0,0,104,161,,ST,A,MGS,20060601,657453,5266416,15,,LT096.02,20050914,TJB,,,VC,P,130,20,,0,124,0,230,0,1,0
-90.91962799,47.53174291,160,105,0,0,105,160,,ST,A,MGS,20060601,656582,5266354,15,,LT074.01,20050831,TJB,,,VF,P,147,16,,0,124,24000,213,0,1,0
-90.90878397,47.53093971,157,108,0,0,108,157,,ST,A,MGS,20060601,657401,5266287,15,,LT096.02,20050914,TJB,,,VC,P,153,20,,0,124,0,207,0,1,0
-90.9709996,47.53145998,156,109,0,0,109,156,,ST,A,MGS,20060601,652716,5266221,15,,LT026.01,20050903,TJB,,,JB,P,160,12,2,0,132,24000,200,0,1,0
-90.90985312,47.53034465,155,110,0,0,110,155,,ST,A,MGS,20060601,657322,5266219,15,,LT096.01,20050914,TJB,,,VF,P,139,19,,0,124,0,221,0,1,0
-90.97186735,47.53142949,154,111,0,0,111,154,,ST,A,MGS,20060601,652651,5266216,15,,LT026.01,20050903,TJB,,,JB,P,110,12,2,0,132,24000,250,0,1,0
-90.97301136,47.53125715,153,112,0,0,112,153,,ST,A,MGS,20060601,652566,5266194,15,,LT026.01,20050903,TJB,,,JB,P,160,13,2,0,132,24000,200,0,1,0
-90.92248383,47.53022995,152,113,0,0,113,152,,ST,A,MGS,20060601,656372,5266181,15,,LT074.01,20050831,TJB,,,VF,P,138,18,,0,124,24000,222,0,1,0
-90.93012267,47.52981998,149,116,0,0,116,149,,ST,A,MGS,20060601,655798,5266120,15,,LT076.02,20050831,TJB,,,VF,P,128,15,,0,124,24000,232,0,1,0
-90.93058262,47.52860239,147,118,0,0,118,147,,ST,A,MGS,20060601,655767,5265983,15,,LT076,20050831,TJB,,,VF,P,142,17,,0,124,24000,218,0,1,0
-90.92845343,47.52587297,146,119,0,0,119,146,,ST,A,MGS,20060601,655935,5265684,15,,LT075.03,20050831,TJB,,,VF,P,134,15,,0,124,24000,226,0,1,0
-90.92635888,47.52518719,145,120,0,0,120,145,,ST,A,MGS,20060601,656095,5265612,15,,LT073.01,20050831,TJB,,,VF,P,127,18,,0,124,24000,233,0,1,0
-90.98284041,47.52597669,144,121,0,0,121,144,,ST,A,MGS,20060601,651841,5265588,15,,LT067.04,20050825,TJB,,,VF,P,120,9,,0,124,24000,240,0,1,0
-90.98350953,47.52586694,143,122,0,0,122,143,,ST,A,MGS,20060601,651791,5265575,15,,LT067.04,20050825,TJB,,,VF,P,128,15,,0,124,24000,232,0,1,0
-90.92633675,47.52020292,142,123,0,0,123,142,,ST,A,MGS,20060601,656111,5265058,15,,LT091.02,20050912,TJB,,,VC,P,120,17,,0,124,-1,240,0,1,0
-90.95660576,47.51824247,141,124,0,0,124,141,,ST,A,MGS,20060601,653838,5264780,15,,T84,0,JCG,,JCG field map,VF,P,142,18,,0,124,0,218,0,1,0
-90.93026169,47.51750013,140,125,0,0,125,140,,ST,A,MGS,20060601,655824,5264750,15,,LT091.01,20050912,TJB,,,VF,P,138,17,,0,124,0,222,0,1,0
-90.95627672,47.5175288,139,126,0,0,126,139,,ST,A,MGS,20060601,653865,5264702,15,,T84,0,JCG,,JCG field map,VF,P,160,18,,0,124,0,200,0,1,0
-90.93438063,47.51622655,138,127,0,0,127,138,,ST,A,MGS,20060601,655518,5264600,15,,LT093.05,20050913,TJB,,,VF,P,120,17,,0,124,0,240,0,1,0
-90.93657058,47.51494421,137,128,0,0,128,137,,ST,A,MGS,20060601,655356,5264454,15,,LT093.04,20050913,TJB,,,VC,P,150,19,,0,124,0,210,0,1,0
-90.93780756,47.51481657,136,129,0,0,129,136,,ST,A,MGS,20060601,655264,5264437,15,,LT093.03,20050913,TJB,,,VC,P,140,19,,0,124,0,220,0,1,0
-90.93856992,47.51473831,135,130,0,0,130,135,,ST,A,MGS,20060601,655207,5264427,15,,LT093.02,20050913,TJB,,,VF,P,155,20,,0,124,0,205,0,1,0
-90.95323924,47.51241645,134,131,0,0,131,134,,ST,A,MGS,20060601,654109,5264139,15,,T84,0,JCG,,JCG field map,VF,P,145,12,,0,124,0,215,0,1,0
-90.94482141,47.51090532,133,132,0,0,132,133,,ST,A,MGS,20060601,654747,5263988,15,,LT094.02,20050913,TJB,,,VF,P,110,17,,0,124,0,250,0,1,0
-90.94773337,47.50863392,132,133,0,0,133,132,,ST,A,MGS,20060601,654535,5263730,15,,LT094.03,20050913,TJB,,,VC,P,140,17,,0,124,0,220,0,1,0
-90.94830255,47.5083998,131,134,0,0,134,131,,ST,A,MGS,20060601,654492,5263703,15,,LT094.03,20050913,TJB,,,VC,P,132,20,,0,124,0,228,0,1,0
-90.95174691,47.5076193,129,136,0,0,136,129,,ST,A,MGS,20060601,654235,5263609,15,,LT094.05,20050913,TJB,,,VC,P,137,18,,0,124,0,223,0,1,0
-90.98381824,47.5078467,128,137,0,0,137,128,,ST,A,MGS,20060601,651820,5263571,15,,LT070.02,20050825,TJB,,,VF,P,127,13,,0,124,24000,233,0,1,0
-90.95356107,47.50673683,126,139,0,0,139,126,,ST,A,MGS,20060601,654101,5263508,15,,LT095.01,20050913,TJB,,,VF,P,140,19,,0,124,0,220,0,1,0
-90.95469045,47.50610202,125,140,0,0,140,125,,ST,A,MGS,20060601,654018,5263435,15,,LT095.02,20050913,TJB,,,VF,P,127,21,,0,124,0,233,0,1,0
-90.9679923,47.50573693,124,141,0,0,141,124,,ST,A,MGS,20060601,653018,5263368,15,,LT082.04,20050901,TJB,,,VF,P,135,19,,0,124,0,225,0,1,0
-90.95595013,47.5046794,123,142,0,0,142,123,,ST,A,MGS,20060601,653927,5263274,15,,LT095.03,20050913,TJB,,,VC,P,135,18,,0,124,0,225,0,1,0
-90.96517506,47.504843,122,143,0,0,143,122,,ST,A,MGS,20060601,653232,5263274,15,,LT082.04,20050901,TJB,,,VF,P,127,21,,0,124,0,233,0,1,0
-90.96422037,47.50420909,121,144,0,0,144,121,,ST,A,MGS,20060601,653306,5263206,15,,LT082.03,20050901,TJB,,,VC,P,130,18,,0,124,0,230,0,1,0
-90.95950704,47.50348505,120,145,0,0,145,120,,ST,A,MGS,20060601,653663,5263134,15,,LT080.02,20050901,TJB,,,VC,P,140,18,,0,124,0,220,0,1,0
-90.96105923,47.50288407,119,146,0,0,146,119,,ST,A,MGS,20060601,653548,5263065,15,,LT081.02,20050901,TJB,,,VC,P,130,17,,0,124,0,230,0,1,0
-90.96157103,47.50253231,118,147,0,0,147,118,,ST,A,MGS,20060601,653510,5263024,15,,LT081.03,20050901,TJB,,,VC,P,128,18,,0,124,0,232,0,1,0
