X,Y,ValueId,PolyId,AREA,PERIMETER,STRPT#,STRPT-ID,RELATEID,TYPE,GCM_CODE,GEOC_SRC,GEOC_DATE,UTME,UTMN,UTM_ZONE,FIELD_STA,MEAS_ID,MEAS_DATE,GEOL_1,GEOL_2,REFRNCE,STRUCTURE,STRUC_TYPE,DIPD_TREND,DIP_PLUNGE,MRR_RELIAB,N_MEAS,SYM_CODE,DISPLAY,AVANGLE,POLYGONID,SCALE,ANGLE
-90.83759959,47.5720598,270,115,0,0,115,270,,ST,A,MGS,20060601,662631,5271004,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,118,7,,1,124,12000,242,0,1,0
-90.83854997,47.57136482,269,116,0,0,116,269,,ST,A,MGS,20060601,662562,5270924,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,105,10,,1,124,12000,255,0,1,0
-90.83976532,47.57063026,267,117,0,0,117,267,,ST,A,MGS,20060601,662472,5270840,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,94,5,,1,124,12000,266,0,1,0
-90.84051829,47.56993153,265,118,0,0,118,265,,ST,A,MGS,20060601,662418,5270761,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,120,5,,1,124,12000,240,0,1,0
-90.84133519,47.56927856,261,119,0,0,119,261,,ST,A,MGS,20060601,662359,5270687,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,103,15,,1,124,200000,257,0,1,0
-90.84343492,47.56784771,259,120,0,0,120,259,,ST,A,MGS,20060601,662205,5270523,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,93,14,,1,124,12000,267,0,1,0
-90.84417318,47.56750514,258,121,0,0,121,258,,ST,A,MGS,20060601,662151,5270484,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,136,13,,1,124,12000,224,0,1,0
-90.84761032,47.56556466,253,122,0,0,122,253,,ST,A,MGS,20060601,661898,5270261,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,124,9,,1,124,12000,236,0,1,0
-90.84854951,47.56513672,252,123,0,0,123,252,,ST,A,MGS,20060601,661829,5270211,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,227,25,,1,124,12000,133,0,1,0
-90.85195356,47.56399752,251,124,0,0,124,251,,ST,A,MGS,20060601,661576,5270078,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,136,14,,1,124,12000,224,0,1,0
-90.85375874,47.56331842,246,129,0,0,129,246,,ST,A,MGS,20060601,661443,5269998,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,145,9,,1,124,12000,215,0,1,0
-90.85754634,47.56245357,243,131,0,0,131,243,,ST,A,MGS,20060601,661160,5269894,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,158,6,,1,124,200000,202,0,1,0
-90.86249414,47.56031223,236,133,0,0,133,236,,ST,A,MGS,20060601,660795,5269646,15,,LT087.03,20050908,TJB,,,VC,P,136,10,,0,124,0,224,0,1,0
-90.8632408,47.5600201,235,134,0,0,134,235,,ST,A,MGS,20060601,660739,5269612,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,153,9,,1,124,12000,207,0,1,0
-90.86635402,47.55837931,233,136,0,0,136,233,,ST,A,MGS,20060601,660510,5269423,15,,LT087.03,20050908,TJB,,,VC,P,140,12,,0,124,0,220,0,1,0
-90.86687046,47.55817175,231,137,0,0,137,231,,ST,A,MGS,20060601,660472,5269399,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,150,9,,1,124,12000,210,0,1,0
-90.8680851,47.55743688,228,138,0,0,138,228,,ST,A,MGS,20060601,660383,5269315,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,154,9,,1,124,12000,206,0,1,0
-90.86833482,47.55614938,224,140,0,0,140,224,,ST,A,MGS,20060601,660368,5269171,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,133,17,,1,124,12000,227,0,1,0
-90.87376476,47.55609251,223,141,0,0,141,223,,ST,A,MGS,20060601,659960,5269154,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,155,16,,1,124,12000,205,0,1,0
-90.8703982,47.55395988,218,144,0,0,144,218,,ST,A,MGS,20060601,660219,5268924,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,135,13,,1,124,12000,225,0,1,0
-90.87336861,47.55374768,217,145,0,0,145,217,,ST,A,MGS,20060601,659997,5268894,15,,,19920000,JCG,,MGS Misc. Map M-71,VC,P,103,29,,1,124,12000,257,0,1,0
-90.86323021,47.56413122,250,125,0,0,125,250,,ST,A,MGS,20060601,660728,5270069,15,,LT086.02,20050908,TJB,,,VF,P,123,12,,0,124,24000,237,0,1,0
-90.86313952,47.56388623,248,127,0,0,127,248,,ST,A,MGS,20060601,660735,5270042,15,,LT086.02,20050908,TJB,,,VF,P,127,8,,0,124,24000,233,0,1,0
-90.86174866,47.56273137,244,130,0,0,130,244,,ST,A,MGS,20060601,660843,5269917,15,,LT086.02,20050908,TJB,,,VF,P,136,13,,0,124,0,224,0,1,0
-90.86107204,47.56098642,239,132,0,0,132,239,,ST,A,MGS,20060601,660900,5269724,15,,LT087.02,20050908,TJB,,,VF,P,146,12,,0,124,24000,214,0,1,0
-90.86998702,47.5599643,234,135,0,0,135,234,,ST,A,MGS,20060601,660232,5269592,15,,LT086.01,20050908,TJB,,,VF,P,152,12,,0,124,24000,208,0,1,0
-90.87409774,47.55685321,226,139,0,0,139,226,,ST,A,MGS,20060601,659932,5269238,15,,LT084.01,20050907,TJB,,,VF,P,156,12,,0,124,0,204,0,1,0
-90.87393444,47.55565193,221,142,0,0,142,221,,ST,A,MGS,20060601,659948,5269105,15,,LT084.01,20050907,TJB,,,VF,P,132,15,,0,124,24000,228,0,1,0
-90.87495343,47.55511389,220,143,0,0,143,220,,ST,A,MGS,20060601,659873,5269043,15,,LT084.01,20050907,TJB,,,VF,P,152,17,,0,124,0,208,0,1,0
-90.87477028,47.55193767,212,146,0,0,146,212,,ST,A,MGS,20060601,659897,5268690,15,,LT084.01,20050907,TJB,,,VF,P,160,17,,0,124,0,200,0,1,0
