tab	samples
sample	site	height	lat	lon	geologic_classes	geologic_types	lithologies	analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	citations	method_codes	result_quality	result_type
BD3-4	BD3	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	318.0	0	0.0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD3-5	BD3	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	320.8	0	0.0	90.0	-61	This study	SO-CMD-NORTH	g	i
BD3-6	BD3	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	311.5	0	0.0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD3-7	BD3	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	299.3	0	0.0	90.0	-63	This study	SO-CMD-NORTH	g	i
BD3-8	BD3	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	292.7	0	0.0	90.0	-54	This study	SO-CMD-NORTH	g	i
BD4-1	BD4	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	338.1	0	0.0	90.0	-39	This study	SO-CMD-NORTH	g	i
BD4-2	BD4	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	354.1	0	0.0	90.0	-44	This study	SO-CMD-NORTH	g	i
BD4-3	BD4	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	336.1	0	0.0	90.0	-41	This study	SO-CMD-NORTH	g	i
BD4-4	BD4	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	336.1	0	0.0	90.0	-52	This study	SO-CMD-NORTH	g	i
BD4-5	BD4	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	318.3	0	0.0	90.0	-67	This study	SO-CMD-NORTH	g	i
BD4-6	BD4	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	320.9	0	0.0	90.0	-86	This study	SO-CMD-NORTH	g	i
BD4-7	BD4	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	323.1	0	0.0	90.0	-80	This study	SO-CMD-NORTH	g	i
BD4-8	BD4	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	325.7	0	0.0	90.0	-74	This study	SO-CMD-NORTH	g	i
BD5-1	BD5	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	302.5	0	0.0	90.0	-63	This study	SO-CMD-NORTH	g	i
BD5-2	BD5	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	308.4	0	0.0	90.0	-51	This study	SO-CMD-NORTH	g	i
BD5-3	BD5	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	294.4	0	0.0	90.0	-57	This study	SO-CMD-NORTH	g	i
BD5-4	BD5	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	293.9	0	0.0	90.0	-59	This study	SO-CMD-NORTH	g	i
BD5-5	BD5	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	285.3	0	0.0	90.0	-84	This study	SO-CMD-NORTH	g	i
BD5-6	BD5	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	290.2	0	0.0	90.0	-59	This study	SO-CMD-NORTH	g	i
BD5-7	BD5	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	292.7	0	0.0	90.0	-60	This study	SO-CMD-NORTH	g	i
BD5-8	BD5	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	273.5	0	0.0	90.0	-76	This study	SO-CMD-NORTH	g	i
BD6-1	BD6	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	313.1	0	0.0	90.0	-82	This study	SO-CMD-NORTH	g	i
BD6-2	BD6	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	317.1	0	0.0	90.0	-87	This study	SO-CMD-NORTH	g	i
BD6-3	BD6	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	312.1	0	0.0	90.0	-91	This study	SO-CMD-NORTH	g	i
BD6-4	BD6	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	315.1	0	0.0	90.0	-87	This study	SO-CMD-NORTH	g	i
BD6-5	BD6	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	324.1	0	0.0	90.0	-68	This study	SO-CMD-NORTH	g	i
BD6-6	BD6	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	316.1	0	0.0	90.0	-62	This study	SO-CMD-NORTH	g	i
BD6-7	BD6	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	264.1	0	0.0	90.0	-50	This study	SO-CMD-NORTH	g	i
BD6-8	BD6	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	255.1	0	0.0	90.0	-46	This study	SO-CMD-NORTH	g	i
BD6-9	BD6	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	255.1	0	0.0	90.0	-43	This study	SO-CMD-NORTH	g	i
BD7-1	BD7	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	299.1	0	0.0	90.0	-87	This study	SO-CMD-NORTH	g	i
BD7-2	BD7	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	301.1	0	0.0	90.0	-89	This study	SO-CMD-NORTH	g	i
BD7-3	BD7	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	291.1	0	0.0	90.0	-88	This study	SO-CMD-NORTH	g	i
BD7-4	BD7	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	294.1	0	0.0	90.0	-90	This study	SO-CMD-NORTH	g	i
BD7-5	BD7	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	295.1	0	0.0	90.0	-90	This study	SO-CMD-NORTH	g	i
BD7-6	BD7	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	295.1	0	0.0	90.0	-90	This study	SO-CMD-NORTH	g	i
BD7-7	BD7	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	288.8	0	0.0	90.0	-67	This study	SO-CMD-NORTH	g	i
BD8-1	BD8	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	329.6	0	0.0	90.0	-56	This study	SO-CMD-NORTH	g	i
BD8-2	BD8	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	327.1	0	0.0	90.0	-61	This study	SO-CMD-NORTH	g	i
BD8-3	BD8	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	309.7	0	0.0	90.0	-63	This study	SO-CMD-NORTH	g	i
BD8-4	BD8	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	318.9	0	0.0	90.0	-19	This study	SO-CMD-NORTH	g	i
BD8-5	BD8	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	315.6	0	0.0	90.0	-38	This study	SO-CMD-NORTH	g	i
BD8-6	BD8	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	303.9	0	0.0	90.0	-66	This study	SO-CMD-NORTH	g	i
BD8-7	BD8	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	311.2	0	0.0	90.0	-58	This study	SO-CMD-NORTH	g	i
BD8-8	BD8	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	307.2	0	0.0	90.0	-55	This study	SO-CMD-NORTH	g	i
BD8-9	BD8	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	307.3	0	0.0	90.0	-48	This study	SO-CMD-NORTH	g	i
BD8-10	BD8	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	308.0	0	0.0	90.0	-33	This study	SO-CMD-NORTH	g	i
BD9-1	BD9	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	13.7	0	0.0	90.0	-46	This study	SO-CMD-NORTH	g	i
BD9-2	BD9	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	20.6	0	0.0	90.0	-41	This study	SO-CMD-NORTH	g	i
BD9-3	BD9	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	5.6	0	0.0	90.0	-37	This study	SO-CMD-NORTH	g	i
BD9-4	BD9	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	351.5	0	0.0	90.0	-46	This study	SO-CMD-NORTH	g	i
BD9-5	BD9	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	304.1	0	0.0	90.0	-72	This study	SO-CMD-NORTH	g	i
BD9-6	BD9	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	290.5	0	0.0	90.0	-72	This study	SO-CMD-NORTH	g	i
BD9-7	BD9	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	284.8	0	0.0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD9-8	BD9	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	281.8	0	0.0	90.0	-51	This study	SO-CMD-NORTH	g	i
BD10-1	BD10	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	4.2	0	0.0	90.0	-37	This study	SO-CMD-NORTH	g	i
BD10-2	BD10	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	10.2	0	0.0	90.0	-46	This study	SO-CMD-NORTH	g	i
BD10-3	BD10	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	27.0	0	0.0	90.0	-52	This study	SO-CMD-NORTH	g	i
BD10-4	BD10	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	2.2	0	0.0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD10-5	BD10	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	322.8	0	0.0	90.0	-46	This study	SO-CMD-NORTH	g	i
BD10-6	BD10	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	300.4	0	0.0	90.0	-12	This study	SO-CMD-NORTH	g	i
BD10-7	BD10	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	356.1	0	0.0	90.0	-79	This study	SO-CMD-NORTH	g	i
BD10-8	BD10	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	0.3	0	0.0	90.0	-80	This study	SO-CMD-NORTH	g	i
BD10-9	BD10	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	18.2	0	0.0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD10-10	BD10	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	27.2	0	0.0	90.0	-72	This study	SO-CMD-NORTH	g	i
BD11-1	BD11	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	310.3	0	0.0	90.0	-84	This study	SO-CMD-NORTH	g	i
BD11-2	BD11	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	310.3	0	0.0	90.0	-74	This study	SO-CMD-NORTH	g	i
BD11-3	BD11	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	349.3	0	0.0	90.0	-78	This study	SO-CMD-NORTH	g	i
BD11-4	BD11	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	349.3	0	0.0	90.0	-72	This study	SO-CMD-NORTH	g	i
BD11-5	BD11	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	295.3	0	0.0	90.0	-75	This study	SO-CMD-NORTH	g	i
BD11-6	BD11	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	295.3	0	0.0	90.0	-78	This study	SO-CMD-NORTH	g	i
BD11-7	BD11	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	296.3	0	0.0	90.0	-72	This study	SO-CMD-NORTH	g	i
BD11-8	BD11	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	292.3	0	0.0	90.0	-66	This study	SO-CMD-NORTH	g	i
BD12-1	BD12	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	154.4	0	0.0	90.0	-25	This study	SO-CMD-NORTH	g	i
BD12-2	BD12	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	150.4	0	0.0	90.0	-29	This study	SO-CMD-NORTH	g	i
BD12-3	BD12	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	144.4	0	0.0	90.0	-24	This study	SO-CMD-NORTH	g	i
BD12-4	BD12	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	135.4	0	0.0	90.0	-24	This study	SO-CMD-NORTH	g	i
BD12-5	BD12	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	122.4	0	0.0	90.0	-26	This study	SO-CMD-NORTH	g	i
BD12-6	BD12	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	63.4	0	0.0	90.0	-19	This study	SO-CMD-NORTH	g	i
BD12-7	BD12	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	127.6	0	0.0	90.0	-81	This study	SO-CMD-NORTH	g	i
BD12-8	BD12	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	137.4	0	0.0	90.0	-66	This study	SO-CMD-NORTH	g	i
BD13-1	BD13	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	279.8	0	0.0	90.0	-83	This study	SO-CMD-NORTH	g	i
BD13-2	BD13	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	277.9	0	0.0	90.0	-78	This study	SO-CMD-NORTH	g	i
BD13-3	BD13	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	279.5	0	0.0	90.0	-81	This study	SO-CMD-NORTH	g	i
BD13-4	BD13	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	280.3	0	0.0	90.0	-90	This study	SO-CMD-NORTH	g	i
BD13-5	BD13	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	275.5	0	0.0	90.0	-92	This study	SO-CMD-NORTH	g	i
BD13-6	BD13	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	283.7	0	0.0	90.0	-82	This study	SO-CMD-NORTH	g	i
BD13-7	BD13	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	272.9	0	0.0	90.0	-89	This study	SO-CMD-NORTH	g	i
BD13-8	BD13	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	285.8	0	0.0	90.0	-79	This study	SO-CMD-NORTH	g	i
BD14-1	BD14	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	268.7	0	0.0	90.0	-67	This study	SO-CMD-NORTH	g	i
BD14-2	BD14	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	236.7	0	0.0	90.0	-72	This study	SO-CMD-NORTH	g	i
BD14-3	BD14	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	333.7	0	0.0	90.0	-78	This study	SO-CMD-NORTH	g	i
BD14-4	BD14	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	307.7	0	0.0	90.0	-85	This study	SO-CMD-NORTH	g	i
BD14-5	BD14	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	252.2	0	0.0	90.0	-47	This study	SO-CMD-NORTH	g	i
BD14-6	BD14	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	251.5	0	0.0	90.0	-50	This study	SO-CMD-NORTH	g	i
BD14-7	BD14	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	270.8	0	0.0	90.0	-65	This study	SO-CMD-NORTH	g	i
BD14-8	BD14	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	220.7	0	0.0	90.0	-52	This study	SO-CMD-NORTH	g	i
BD15-1	BD15	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	249.7	0	0.0	90.0	-81	This study	SO-CMD-NORTH	g	i
BD15-2	BD15	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	242.7	0	0.0	90.0	-85	This study	SO-CMD-NORTH	g	i
BD15-3	BD15	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	244.7	0	0.0	90.0	-63	This study	SO-CMD-NORTH	g	i
BD15-4	BD15	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	206.7	0	0.0	90.0	-72	This study	SO-CMD-NORTH	g	i
BD15-5	BD15	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	204.7	0	0.0	90.0	-72	This study	SO-CMD-NORTH	g	i
BD15-6	BD15	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	206.7	0	0.0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD15-7	BD15	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	204.7	0	0.0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD15-8	BD15	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	205.7	0	0.0	90.0	-73	This study	SO-CMD-NORTH	g	i
BD16-1	BD16	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	350.8	0	0.0	90.0	-78	This study	SO-CMD-NORTH	g	i
BD16-2	BD16	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	6.8	0	0.0	90.0	-78	This study	SO-CMD-NORTH	g	i
BD16-3	BD16	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	193.8	0	0.0	90.0	-14	This study	SO-CMD-NORTH	g	i
BD16-4	BD16	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	180.8	0	0.0	90.0	-11	This study	SO-CMD-NORTH	g	i
BD16-5	BD16	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	321.8	0	0.0	90.0	-20	This study	SO-CMD-NORTH	g	i
BD16-6	BD16	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	328.8	0	0.0	90.0	-20	This study	SO-CMD-NORTH	g	i
BD16-7	BD16	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	135.8	0	0.0	90.0	-68	This study	SO-CMD-NORTH	g	i
BD16-8	BD16	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	137.8	0	0.0	90.0	-68	This study	SO-CMD-NORTH	g	i
BD17-1	BD17	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	108.2	0	0.0	90.0	-74	This study	SO-CMD-NORTH	g	i
BD17-2	BD17	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	106.2	0	0.0	90.0	-74	This study	SO-CMD-NORTH	g	i
BD17-3	BD17	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	125.2	0	0.0	90.0	-66	This study	SO-CMD-NORTH	g	i
BD17-4	BD17	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	123.2	0	0.0	90.0	-67	This study	SO-CMD-NORTH	g	i
BD17-5	BD17	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	126.2	0	0.0	90.0	-60	This study	SO-CMD-NORTH	g	i
BD17-6	BD17	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	126.2	0	0.0	90.0	-61	This study	SO-CMD-NORTH	g	i
BD17-7	BD17	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	116.2	0	0.0	90.0	-60	This study	SO-CMD-NORTH	g	i
BD17-8	BD17	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	118.2	0	0.0	90.0	-64	This study	SO-CMD-NORTH	g	i
AX1-1	AX1	0	47.2005	268.6206	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	341.1	0	11.2	121.2	-93	This study	SO-CMD-NORTH	g	i
AX1-2	AX1	0	47.2005	268.6206	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	12.1	0	11.2	121.2	-82	This study	SO-CMD-NORTH	g	i
AX1-3	AX1	0	47.2005	268.6206	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	8.1	0	11.2	121.2	-84	This study	SO-CMD-NORTH	g	i
AX1-4	AX1	0	47.2005	268.6206	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	7.8	0	11.2	121.2	-77	This study	SO-CMD-NORTH	g	i
AX1-5	AX1	0	47.2005	268.6206	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	7.5	0	11.2	121.2	-81	This study	SO-CMD-NORTH	g	i
AX1-6	AX1	0	47.2005	268.6206	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	350.5	0	11.2	121.2	-90	This study	SO-CMD-NORTH	g	i
AX1-7	AX1	0	47.2005	268.6206	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	10.7	0	11.2	121.2	-86	This study	SO-CMD-NORTH	g	i
AX1-8	AX1	0	47.2005	268.6206	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	34.7	0	11.2	121.2	-87	This study	SO-CMD-NORTH	g	i
AX2-1	AX2	0	47.1979	268.6174	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	228.2	0	11.2	121.2	-64	This study	SO-CMD-NORTH	g	i
AX2-2	AX2	0	47.1979	268.6174	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	228.2	0	11.2	121.2	-64	This study	SO-CMD-NORTH	g	i
AX2-3	AX2	0	47.1979	268.6174	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	202.2	0	11.2	121.2	-43	This study	SO-CMD-NORTH	g	i
AX2-4	AX2	0	47.1979	268.6174	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	278.2	0	11.2	121.2	-105	This study	SO-CMD-NORTH	g	i
AX2-5	AX2	0	47.1979	268.6174	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	295.2	0	11.2	121.2	-102	This study	SO-CMD-NORTH	g	i
AX2-6	AX2	0	47.1979	268.6174	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	292.2	0	11.2	121.2	-91	This study	SO-CMD-NORTH	g	i
AX2-7	AX2	0	47.1979	268.6174	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	208.2	0	11.2	121.2	-39	This study	SO-CMD-NORTH	g	i
AX2-8	AX2	0	47.1979	268.6174	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	212.2	0	11.2	121.2	-35	This study	SO-CMD-NORTH	g	i
AX2-9	AX2	0	47.1979	268.6174	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	227.2	0	11.2	121.2	-35	This study	SO-CMD-NORTH	g	i
AX3-1	AX3	0	47.5845	269.1442	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	350.7	0	13.7	143.3	-63	This study	SO-CMD-NORTH	g	i
AX3-2	AX3	0	47.5845	269.1442	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	351.7	0	13.7	143.3	-71	This study	SO-CMD-NORTH	g	i
AX3-3	AX3	0	47.5845	269.1442	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	339.7	0	13.7	143.3	-62	This study	SO-CMD-NORTH	g	i
AX3-4	AX3	0	47.5845	269.1442	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	340.7	0	13.7	143.3	-83	This study	SO-CMD-NORTH	g	i
AX3-5	AX3	0	47.5845	269.1442	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	339.7	0	13.7	143.3	-53	This study	SO-CMD-NORTH	g	i
AX3-6	AX3	0	47.5845	269.1442	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	342.7	0	13.7	143.3	-75	This study	SO-CMD-NORTH	g	i
AX3-7	AX3	0	47.5845	269.1442	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	341.7	0	13.7	143.3	-81	This study	SO-CMD-NORTH	g	i
AX3-8	AX3	0	47.5845	269.1442	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	344.7	0	13.7	143.3	-65	This study	SO-CMD-NORTH	g	i
AX3-9	AX3	0	47.5845	269.1442	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	330.7	0	13.7	143.3	-67	This study	SO-CMD-NORTH	g	i
AX3-10	AX3	0	47.5845	269.1442	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	335.7	0	13.7	143.3	-73	This study	SO-CMD-NORTH	g	i
AX4-1	AX4	0	47.5826	269.1431	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	316.6	0	13.7	143.3	-70	This study	SO-CMD-NORTH	g	i
AX4-2	AX4	0	47.5826	269.1431	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	316.6	0	13.7	143.3	-65	This study	SO-CMD-NORTH	g	i
AX4-3	AX4	0	47.5826	269.1431	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	310.2	0	13.7	143.3	-66	This study	SO-CMD-NORTH	g	i
AX4-4	AX4	0	47.5826	269.1431	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	306.2	0	13.7	143.3	-79	This study	SO-CMD-NORTH	g	i
AX4-5	AX4	0	47.5826	269.1431	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	319.9	0	13.7	143.3	-74	This study	SO-CMD-NORTH	g	i
AX4-6	AX4	0	47.5826	269.1431	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	319.9	0	13.7	143.3	-94	This study	SO-CMD-NORTH	g	i
AX4-7	AX4	0	47.5826	269.1431	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	317.1	0	13.7	143.3	-95	This study	SO-CMD-NORTH	g	i
AX4-8	AX4	0	47.5826	269.1431	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	306.1	0	13.7	143.3	-87	This study	SO-CMD-NORTH	g	i
AX5-1	AX5	0	47.5827	269.1438	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	64.2	0	13.7	143.3	-68	This study	SO-CMD-NORTH	g	i
AX5-3	AX5	0	47.5827	269.1438	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	66.9	0	13.7	143.3	-64	This study	SO-CMD-NORTH	g	i
AX6-1	AX6	0	47.5827	269.1438	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	57.0	0	13.7	143.3	-44	This study	SO-CMD-NORTH	g	i
AX6-2	AX6	0	47.5827	269.1438	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	75.3	0	13.7	143.3	-47	This study	SO-CMD-NORTH	g	i
AX6-3	AX6	0	47.5827	269.1438	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	78.4	0	13.7	143.3	-64	This study	SO-CMD-NORTH	g	i
AX7-1	AX7	0	47.5827	269.1438	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	53.6	0	13.7	143.3	-55	This study	SO-CMD-NORTH	g	i
AX7-2	AX7	0	47.5827	269.1438	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	46.2	0	13.7	143.3	-51	This study	SO-CMD-NORTH	g	i
AX8-1	AX8	0	47.5827	269.1438	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	11.9	0	13.7	143.3	-19	This study	SO-CMD-NORTH	g	i
AX8-2	AX8	0	47.5827	269.1438	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	0.1	0	13.7	143.3	-17	This study	SO-CMD-NORTH	g	i
AX8-3	AX8	0	47.5827	269.1438	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	2.1	0	13.7	143.3	-24	This study	SO-CMD-NORTH	g	i
AX10-1	AX10	0	47.5827	269.1438	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	2.2	0	13.7	143.3	-35	This study	SO-CMD-NORTH	g	i
AX10-2	AX10	0	47.5827	269.1438	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	3.4	0	13.7	143.3	-35	This study	SO-CMD-NORTH	g	i
AX10-3	AX10	0	47.5827	269.1438	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	5.4	0	13.7	143.3	-37	This study	SO-CMD-NORTH	g	i
AX11-1	AX11	0	47.37	268.8335	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	275.7	0	11.2	121.2	-68	This study	SO-CMD-NORTH	g	i
