tab	samples
sample	site	height	lat	lon	geologic_classes	geologic_types	lithologies	analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	citations	method_codes	result_quality	result_type
AX3-7	AX3	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	341.7	0	0.0	90.0	-81	This study	SO-CMD-NORTH	g	i
AX3-8	AX3	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	344.7	0	0.0	90.0	-65	This study	SO-CMD-NORTH	g	i
AX3-9	AX3	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	330.7	0	0.0	90.0	-67	This study	SO-CMD-NORTH	g	i
AX3-10	AX3	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	335.7	0	0.0	90.0	-73	This study	SO-CMD-NORTH	g	i
AX4-1	AX4	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	316.6	0	0.0	90.0	-70	This study	SO-CMD-NORTH	g	i
AX4-2	AX4	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	316.6	0	0.0	90.0	-65	This study	SO-CMD-NORTH	g	i
AX4-3	AX4	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	310.2	0	0.0	90.0	-66	This study	SO-CMD-NORTH	g	i
AX4-4	AX4	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	306.2	0	0.0	90.0	-79	This study	SO-CMD-NORTH	g	i
AX4-5	AX4	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	319.9	0	0.0	90.0	-74	This study	SO-CMD-NORTH	g	i
AX4-6	AX4	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	319.9	0	0.0	90.0	-94	This study	SO-CMD-NORTH	g	i
AX4-7	AX4	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	317.1	0	0.0	90.0	-95	This study	SO-CMD-NORTH	g	i
AX4-8	AX4	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	306.1	0	0.0	90.0	-87	This study	SO-CMD-NORTH	g	i
AX5-1	AX5	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	64.2	0	0.0	90.0	-68	This study	SO-CMD-NORTH	g	i
AX5-3	AX5	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	66.9	0	0.0	90.0	-64	This study	SO-CMD-NORTH	g	i
AX6-1	AX6	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	57.0	0	0.0	90.0	-44	This study	SO-CMD-NORTH	g	i
AX6-2	AX6	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	75.3	0	0.0	90.0	-47	This study	SO-CMD-NORTH	g	i
AX6-3	AX6	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	78.4	0	0.0	90.0	-64	This study	SO-CMD-NORTH	g	i
AX7-1	AX7	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	53.6	0	0.0	90.0	-55	This study	SO-CMD-NORTH	g	i
AX7-2	AX7	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	46.2	0	0.0	90.0	-51	This study	SO-CMD-NORTH	g	i
AX8-1	AX8	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	11.9	0	0.0	90.0	-19	This study	SO-CMD-NORTH	g	i
AX8-2	AX8	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	0.1	0	0.0	90.0	-17	This study	SO-CMD-NORTH	g	i
AX8-3	AX8	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	2.1	0	0.0	90.0	-24	This study	SO-CMD-NORTH	g	i
AX9-1	AX9	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	335.7	0	0.0	90.0	-29	This study	SO-CMD-NORTH	g	i
AX9-2	AX9	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	29.8	0	0.0	90.0	-12	This study	SO-CMD-NORTH	g	i
AX10-1	AX10	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	2.2	0	0.0	90.0	-35	This study	SO-CMD-NORTH	g	i
AX10-2	AX10	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	3.4	0	0.0	90.0	-35	This study	SO-CMD-NORTH	g	i
AX10-3	AX10	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	5.4	0	0.0	90.0	-37	This study	SO-CMD-NORTH	g	i
AX11-1	AX11	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	275.7	0	0.0	90.0	-68	This study	SO-CMD-NORTH	g	i
AX11-2	AX11	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	295.7	0	0.0	90.0	-86	This study	SO-CMD-NORTH	g	i
AX11-4	AX11	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	291.5	0	0.0	90.0	-89	This study	SO-CMD-NORTH	g	i
AX11-5	AX11	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	289.5	0	0.0	90.0	-81	This study	SO-CMD-NORTH	g	i
AX11-6	AX11	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	286.4	0	0.0	90.0	-83	This study	SO-CMD-NORTH	g	i
AX11-7	AX11	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	286.8	0	0.0	90.0	-80	This study	SO-CMD-NORTH	g	i
AX11-8	AX11	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	291.8	0	0.0	90.0	-86	This study	SO-CMD-NORTH	g	i
AX11-9	AX11	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	281.2	0	0.0	90.0	-81	This study	SO-CMD-NORTH	g	i
AX12-1	AX12	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	331.1	0	0.0	90.0	-88	This study	SO-CMD-NORTH	g	i
AX12-2	AX12	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	322.1	0	0.0	90.0	-72	This study	SO-CMD-NORTH	g	i
AX12-4	AX12	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	316.1	0	0.0	90.0	-96	This study	SO-CMD-NORTH	g	i
AX12-5	AX12	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	316.1	0	0.0	90.0	-94	This study	SO-CMD-NORTH	g	i
AX12-6	AX12	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	306.1	0	0.0	90.0	-66	This study	SO-CMD-NORTH	g	i
AX12-7	AX12	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	331.1	0	0.0	90.0	-92	This study	SO-CMD-NORTH	g	i
AX13-1	AX13	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	146.0	0	0.0	90.0	-78	This study	SO-CMD-NORTH	g	i
AX13-2	AX13	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	153.0	0	0.0	90.0	-91	This study	SO-CMD-NORTH	g	i
AX13-3	AX13	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	143.0	0	0.0	90.0	-80	This study	SO-CMD-NORTH	g	i
AX13-4	AX13	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	151.0	0	0.0	90.0	-98	This study	SO-CMD-NORTH	g	i
AX13-5	AX13	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	146.0	0	0.0	90.0	-82	This study	SO-CMD-NORTH	g	i
AX13-6	AX13	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	151.0	0	0.0	90.0	-92	This study	SO-CMD-NORTH	g	i
AX13-7	AX13	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	153.0	0	0.0	90.0	-98	This study	SO-CMD-NORTH	g	i
AX13-8	AX13	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	124.0	0	0.0	90.0	-62	This study	SO-CMD-NORTH	g	i
AX13-9	AX13	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	133.0	0	0.0	90.0	-90	This study	SO-CMD-NORTH	g	i
AX14-1	AX14	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	325.7	0	0.0	90.0	-85	This study	SO-CMD-NORTH	g	i
AX14-2	AX14	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	320.5	0	0.0	90.0	-103	This study	SO-CMD-NORTH	g	i
AX14-3	AX14	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	330.2	0	0.0	90.0	-76	This study	SO-CMD-NORTH	g	i
AX14-4	AX14	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	331.2	0	0.0	90.0	-84	This study	SO-CMD-NORTH	g	i
AX14-5	AX14	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	11.0	0	0.0	90.0	-104	This study	SO-CMD-NORTH	g	i
AX14-6	AX14	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	14.0	0	0.0	90.0	-105	This study	SO-CMD-NORTH	g	i
AX14-7	AX14	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	12.8	0	0.0	90.0	-105	This study	SO-CMD-NORTH	g	i
AX14-8	AX14	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	10.1	0	0.0	90.0	-124	This study	SO-CMD-NORTH	g	i
AX15-1	AX15	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	304.0	0	0.0	90.0	-85	This study	SO-CMD-NORTH	g	i
AX15-2	AX15	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	303.9	0	0.0	90.0	-86	This study	SO-CMD-NORTH	g	i
AX15-3	AX15	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	301.4	0	0.0	90.0	-78	This study	SO-CMD-NORTH	g	i
AX15-4	AX15	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	304.3	0	0.0	90.0	-73	This study	SO-CMD-NORTH	g	i
AX15-5	AX15	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	288.6	0	0.0	90.0	-92	This study	SO-CMD-NORTH	g	i
AX15-6	AX15	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	304.5	0	0.0	90.0	-84	This study	SO-CMD-NORTH	g	i
AX15-7	AX15	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	305.3	0	0.0	90.0	-88	This study	SO-CMD-NORTH	g	i
AX15-8	AX15	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	306.2	0	0.0	90.0	-85	This study	SO-CMD-NORTH	g	i
AX16-1	AX16	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	325.6	0	0.0	90.0	-67	This study	SO-CMD-NORTH	g	i
AX16-2	AX16	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	317.4	0	0.0	90.0	-60	This study	SO-CMD-NORTH	g	i
AX16-3	AX16	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	332.1	0	0.0	90.0	-60	This study	SO-CMD-NORTH	g	i
AX16-4	AX16	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	331.1	0	0.0	90.0	-63	This study	SO-CMD-NORTH	g	i
AX16-5	AX16	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	341.1	0	0.0	90.0	-60	This study	SO-CMD-NORTH	g	i
AX16-6	AX16	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	327.1	0	0.0	90.0	-51	This study	SO-CMD-NORTH	g	i
AX16-7	AX16	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	336.1	0	0.0	90.0	-51	This study	SO-CMD-NORTH	g	i
AX16-8	AX16	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	331.1	0	0.0	90.0	-60	This study	SO-CMD-NORTH	g	i
AX17-1	AX17	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	283.6	0	0.0	90.0	-59	This study	SO-CMD-NORTH	g	i
AX17-2	AX17	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	293.1	0	0.0	90.0	-54	This study	SO-CMD-NORTH	g	i
AX17-3	AX17	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	292.9	0	0.0	90.0	-58	This study	SO-CMD-NORTH	g	i
AX17-4	AX17	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	335.2	0	0.0	90.0	-72	This study	SO-CMD-NORTH	g	i
AX17-5	AX17	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	337.7	0	0.0	90.0	-71	This study	SO-CMD-NORTH	g	i
AX17-6	AX17	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	325.5	0	0.0	90.0	-65	This study	SO-CMD-NORTH	g	i
AX17-7	AX17	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	328.0	0	0.0	90.0	-65	This study	SO-CMD-NORTH	g	i
AX17-8	AX17	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	332.5	0	0.0	90.0	-68	This study	SO-CMD-NORTH	g	i
AX18-1	AX18	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	280.1	0	0.0	90.0	-71	This study	SO-CMD-NORTH	g	i
AX18-2	AX18	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	276.1	0	0.0	90.0	-63	This study	SO-CMD-NORTH	g	i
AX18-3	AX18	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	280.1	0	0.0	90.0	-59	This study	SO-CMD-NORTH	g	i
AX18-4	AX18	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	291.1	0	0.0	90.0	-34	This study	SO-CMD-NORTH	g	i
AX18-5	AX18	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	269.1	0	0.0	90.0	-29	This study	SO-CMD-NORTH	g	i
AX18-6	AX18	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	305.1	0	0.0	90.0	-30	This study	SO-CMD-NORTH	g	i
AX18-7	AX18	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	282.1	0	0.0	90.0	-46	This study	SO-CMD-NORTH	g	i
AX18-8	AX18	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	270.1	0	0.0	90.0	-51	This study	SO-CMD-NORTH	g	i
AX18-9	AX18	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	275.1	0	0.0	90.0	-71	This study	SO-CMD-NORTH	g	i
AX19-1	AX19	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	299.1	0	0.0	90.0	-56	This study	SO-CMD-NORTH	g	i
AX19-2	AX19	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	301.1	0	0.0	90.0	-49	This study	SO-CMD-NORTH	g	i
AX19-3	AX19	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	300.1	0	0.0	90.0	-48	This study	SO-CMD-NORTH	g	i
AX19-4	AX19	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	301.1	0	0.0	90.0	-47	This study	SO-CMD-NORTH	g	i
AX19-5	AX19	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	298.1	0	0.0	90.0	-42	This study	SO-CMD-NORTH	g	i
AX19-6	AX19	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	298.1	0	0.0	90.0	-45	This study	SO-CMD-NORTH	g	i
AX19-7	AX19	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	298.1	0	0.0	90.0	-42	This study	SO-CMD-NORTH	g	i
AX19-8	AX19	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	295.1	0	0.0	90.0	-43	This study	SO-CMD-NORTH	g	i
AX20-1	AX20	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	335.1	0	0.0	90.0	-84	This study	SO-CMD-NORTH	g	i
AX20-2	AX20	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	340.1	0	0.0	90.0	-89	This study	SO-CMD-NORTH	g	i
AX20-3	AX20	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	341.1	0	0.0	90.0	-81	This study	SO-CMD-NORTH	g	i
AX20-4	AX20	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	337.7	0	0.0	90.0	-91	This study	SO-CMD-NORTH	g	i
AX20-5	AX20	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	348.5	0	0.0	90.0	-80	This study	SO-CMD-NORTH	g	i
AX21-1	AX21	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	263.1	0	0.0	90.0	-52	This study	SO-CMD-NORTH	g	i
AX21-2	AX21	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	264.1	0	0.0	90.0	-56	This study	SO-CMD-NORTH	g	i
AX21-3	AX21	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	260.1	0	0.0	90.0	-60	This study	SO-CMD-NORTH	g	i
AX21-4	AX21	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	250.1	0	0.0	90.0	-65	This study	SO-CMD-NORTH	g	i
AX21-5	AX21	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	255.1	0	0.0	90.0	-57	This study	SO-CMD-NORTH	g	i
AX21-6	AX21	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	257.1	0	0.0	90.0	-44	This study	SO-CMD-NORTH	g	i
AX21-7	AX21	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	248.1	0	0.0	90.0	-50	This study	SO-CMD-NORTH	g	i
AX21-8	AX21	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	252.1	0	0.0	90.0	-61	This study	SO-CMD-NORTH	g	i
AX22-1	AX22	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	11.2	0	0.0	90.0	-49	This study	SO-CMD-NORTH	g	i
AX22-2	AX22	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	324.3	0	0.0	90.0	-13	This study	SO-CMD-NORTH	g	i
AX22-3	AX22	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	55.2	0	0.0	90.0	-7	This study	SO-CMD-NORTH	g	i
AX22-4	AX22	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	42.2	0	0.0	90.0	-13	This study	SO-CMD-NORTH	g	i
AX22-5	AX22	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	341.2	0	0.0	90.0	-40	This study	SO-CMD-NORTH	g	i
AX22-6	AX22	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	17.2	0	0.0	90.0	-46	This study	SO-CMD-NORTH	g	i
AX22-7	AX22	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	289.2	0	0.0	90.0	-5	This study	SO-CMD-NORTH	g	i
AX22-8	AX22	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	323.2	0	0.0	90.0	-41	This study	SO-CMD-NORTH	g	i
AX22-9	AX22	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	356.2	0	0.0	90.0	-47	This study	SO-CMD-NORTH	g	i
AX22-10	AX22	0			Igneous:Intrusive	Not Specified	Anorthosite	Yiming Zhang	353.2	0	0.0	90.0	-68	This study	SO-CMD-NORTH	g	i
BD1-1	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	358.2	0	0.0	90.0	-25	This study	SO-CMD-NORTH	g	i
BD1-2	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	352.0	0	0.0	90.0	-47	This study	SO-CMD-NORTH	g	i
BD1-3	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	328.7	0	0.0	90.0	-49	This study	SO-CMD-NORTH	g	i
BD1-4	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	312.3	0	0.0	90.0	-52	This study	SO-CMD-NORTH	g	i
BD1-5	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	315.2	0	0.0	90.0	-55	This study	SO-CMD-NORTH	g	i
BD1-6	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	270.2	0	0.0	90.0	-78	This study	SO-CMD-NORTH	g	i
BD1-7	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	263.2	0	0.0	90.0	-75	This study	SO-CMD-NORTH	g	i
BD1-8	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	13.2	0	0.0	90.0	-60	This study	SO-CMD-NORTH	g	i
BD1-9	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	349.2	0	0.0	90.0	-16	This study	SO-CMD-NORTH	g	i
BD1-10	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	191.2	0	0.0	90.0	-55	This study	SO-CMD-NORTH	g	i
BD1-11	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	197.2	0	0.0	90.0	-52	This study	SO-CMD-NORTH	g	i
BD1-12	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	224.2	0	0.0	90.0	-56	This study	SO-CMD-NORTH	g	i
BD1-13	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	228.2	0	0.0	90.0	-60	This study	SO-CMD-NORTH	g	i
BD1-14	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	228.2	0	0.0	90.0	-60	This study	SO-CMD-NORTH	g	i
BD1-15	BD1	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	238.2	0	0.0	90.0	-58	This study	SO-CMD-NORTH	g	i
BD2-1	BD2	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	319.7	0	0.0	90.0	-62	This study	SO-CMD-NORTH	g	i
BD2-2	BD2	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	355.7	0	0.0	90.0	-71	This study	SO-CMD-NORTH	g	i
BD2-3	BD2	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	359.7	0	0.0	90.0	-81	This study	SO-CMD-NORTH	g	i
BD2-4	BD2	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	334.7	0	0.0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD2-5	BD2	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	336.7	0	0.0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD2-6	BD2	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	342.7	0	0.0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD2-7	BD2	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	345.7	0	0.0	90.0	-71	This study	SO-CMD-NORTH	g	i
BD2-8	BD2	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	344.7	0	0.0	90.0	-71	This study	SO-CMD-NORTH	g	i
BD3-1	BD3	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	323.8	0	0.0	90.0	-70	This study	SO-CMD-NORTH	g	i
BD3-2	BD3	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	322.0	0	0.0	90.0	-62	This study	SO-CMD-NORTH	g	i
BD3-3	BD3	0			Igneous:Intrusive	Diabase	Diabase	Yiming Zhang	317.6	0	0.0	90.0	-76	This study	SO-CMD-NORTH	g	i
