AREA,PERIMETER,GEMGEOU_,GEMGEOU_ID,RELATEID,TYPE,GCM_CODE,GEOC_SRC,GEOC_DATE,UTME,UTMN,UTM_ZONE,GEOL_1,INTRP_DATE,BASIS1,BASIS2,MGSCODE,SYMBOL,MAPLABEL,UNIT_CODE,DESCRIPTN,REFRNCE,area_1
684976.76021,5417.85239,"219","0",,GU,AS,MGS,"20000630","644806","5263087","15",MBJ,"19940000",OBI,,"0","0",nnr,nnu,NSVGn - rhyolite,,684976.760
3128479.04485,12473.96514,"217","0",,GU,AS,MGS,"20000630","639958","5262649","15",MBJ,"19940000",OBI,,"0","0",umg,bum,Upper Manitou-gabbro,,3128479.044
14835296.53216,60643.98208,"79","0",,GU,AS,MGS,"20000630","634464","5275019","15",BM,"19940000",OBI,IGP,"0","0",slid,bsp,Shoepack L incl-rich diorite,,14835296.530
5770539.39364,16824.34362,"6","13",,GU,B,MGS,"19990515","629035","5271891","15",M&C,"19990000",IGP,IDH,"0","0",aslg,dau,Scott Cr leucogabbro,,5406506.219
357880.21774,5477.28006,"11","41",,GU,B,MGS,"19990515","573950","5272692","15",S&M,"19990000",OBI,IDH,"-1","-1",prcz,dlpr,Partridge R-contact zone,,357880.217
30926509.56890,33940.95360,"13","46",,GU,B,MGS,"19990515","626897","5268752","15",M&C,"19990000",IGP,IDH,"0","0",nrbi,nsu,NSVG? - rhyolite w/ basalt inc,,37110327.960
235528.48995,6435.42094,"15","49",,GU,B,MGS,"19990515","568989","5271997","15",S&M,"19990000",OBI,IDH,"442265","3",Ppk,Ppk,Pokegama Quartzite,,235528.491
38362.56636,1081.15857,"25","68",,GU,B,MGS,"19990515","585105","5270713","15",M&C,"19990000",IGP,OBI,"0","0",nssh,nhu,NSVG-interflow sed hornfels,,38362.566
9960512.03059,26806.23108,"26","69",,GU,B,MGS,"19990515","620440","5268188","15",M&C,"19990000",IGP,IDH,"-1","-1",oltr,dlol,Osier L-troctolitic cumulates,,9960512.036
7507687.10929,11611.30098,"29","73",,GU,B,MGS,"19990515","567812","5268833","15",S&M,"19990000",IGP,IDH,"442283","103",Pvr,Pvr,Virginia Formation,,7507687.109
8027630.12894,10894.12526,"32","77",,GU,B,MGS,"19990515","618616","5268157","15",M&C,"19990000",IGP,IDH,"-1","-1",olgb,dlol,Osier L-gabbroic cumulates,,8027630.126
6984550.17702,19147.98716,"35","81",,GU,B,MGS,"19990515","627793","5266569","15",M&C,"19990000",IGP,OBI,"0","0",dfgn,bdf,Dam Five gabbronorite,,6996895.399
17557763.47155,19742.53209,"41","88",,GU,B,MGS,"19990515","628396","5265647","15",M&C,"19990000",IGP,PRJ,"0","0",hct,bhc,Houghtaling Cr troctolite,,17463262.360
397217.21975,3890.95965,"46","98",,GU,B,MGS,"19990515","580447","5267892","15",M&C,"19990000",OBI,,"-1","-1",nssh,nhu,NSVG-interflow sed hornfels,,397217.221
3236971.16379,10221.26261,"57","153",,GU,B,MGS,"19990515","629228","5262438","15",MGB,"19930000",,,"0","0",umgp,bum,Upper Manitou-melagranophyre,,3313586.500
1189837.75671,4471.30577,"58","162",,GU,B,MGS,"19990515","628196","5262315","15",MGB,"19930000",,,"0","0",umgp,bum,Upper Manitou-melagranophyre,,1189837.757
49971.99729,1047.52623,"75","191",,GU,B,MGS,"19990515","567523","5260041","15",M&C,"19990000",IGP,OBI,"0","-1",oui,dlou,Oxide Ultramafic Intrusion,,49971.997
11730022.68753,26873.18322,"80","196",,GU,B,MGS,"19990515","615005","5256999","15",M&C,"19990000",,,"0","0",clmd,bcl,Cloquet Lake monzodiorite,,11730022.680
628612.36734,3825.39584,"85","202",,GU,B,MGS,"19990515","631379","5258679","15",MGB,"19930000",,,"0","0",fgmd,bfg,Finland Gp- prism monzodiorite,,651182.342
415765.84885,3855.19668,"86","204",,GU,B,MGS,"19990515","631179","5258563","15",MGB,"19930000",,,"0","0",fgmd,bfg,Finland Gp- prism monzodiorite,,415765.849
756487.94011,5152.17987,"88","206",,GU,B,MGS,"19990515","631074","5258087","15",MGB,"19930000",,,"0","0",fgmd,bfg,Finland Gp- prism monzodiorite,,756487.940
7137059.66856,12489.17739,"89","208",,GU,B,MGS,"19990515","629233","5257577","15",MGB,"19930000",,,"0","0",fgmd,bfg,Finland Gp- prism monzodiorite,,7144809.905
124840.43614,2181.01614,"91","210",,GU,B,MGS,"19990515","572454","5257955","15",M&C,"19990000",IGP,,"-1","-1",wmtr,dlwm,W Margin-troctolitic cumulates,,124840.436
1132111.50362,7920.39921,"97","218",,GU,B,MGS,"19990515","604944","5255718","15",M&C,"19990000",OBI,,"-1","-1",nssh,nhu,NSVG-interflow sed hornfels,,1132111.505
2755512.40064,6947.78546,"102","226",,GU,B,MGS,"19990515","627299","5256221","15",MGB,"19930000",,,"0","0",fgmd,bfg,Finland Gp- prism monzodiorite,,2755512.401
149827.56139,1654.57521,"103","227",,GU,B,MGS,"19990515","567283","5256767","15",M&C,"19990000",IGP,OBI,"0","-1",oui,dlou,Oxide Ultramafic Intrusion,,149827.561
1299294.80892,4895.54487,"104","230",,GU,B,MGS,"19990515","625804","5255810","15",MGB,"19930000",,,"0","0",fgmd,bfg,Finland Gp- prism monzodiorite,,1299294.808
506887.44830,2972.25876,"105","232",,GU,B,MGS,"19990515","628926","5256047","15",MGB,"19930000",,,"0","0",fgmd,bfg,Finland Gp- prism monzodiorite,,506887.448
50404.60525,1406.15143,"106","233",,GU,B,MGS,"19990515","574166","5256126","15",M&C,"19990000",IGP,,"-1","-1",wmtr,dlwm,W Margin-troctolitic cumulates,,50404.605
4168212.21363,10738.80672,"113","245",,GU,B,MGS,"19990515","625185","5254002","15",MGB,"19930000",,,"0","0",fgmd,bfg,Finland Gp- prism monzodiorite,,4168212.214
1604955.37275,8957.12912,"119","254",,GU,B,MGS,"19990515","611005","5253022","15",M&C,"19990000",,,"0","0",clmd,bcl,Cloquet Lake monzodiorite,,1604955.375
468370.43331,2808.23783,"124","260",,GU,B,MGS,"19990515","613673","5253992","15",M&C,"19990000",,,"0","0",clmd,bcl,Cloquet Lake monzodiorite,,468370.434
76804.69948,2070.39448,"127","264",,GU,B,MGS,"19990515","603626","5253771","15",M&C,"19990000",OBI,IGP,"-1","-1",nssh,nhu,NSVG-interflow sed hornfels,,76804.698
1679329.24473,5248.78454,"137","285",,GU,B,MGS,"19990515","624680","5252019","15",MGB,"19930000",,,"0","0",fgmd,bfg,Finland Gp- prism monzodiorite,,1679329.246
877925.77624,4193.17328,"143","292",,GU,B,MGS,"19990515","623595","5251635","15",MGB,"19930000",,,"0","0",fgmd,bfg,Finland Gp- prism monzodiorite,,877925.776
2145997.78268,6217.74274,"147","308",,GU,B,MGS,"19990515","622715","5250789","15",MGB,"19930000",,,"0","0",fgmd,bfg,Finland Gp- prism monzodiorite,,2145997.778
125945.70746,1864.85896,"154","319",,GU,B,MGS,"19990515","601126","5251031","15",M&C,"19990000",OBI,IGP,"0","0",nnb,nnu,NSVGn - basalt,,125945.708
3983710.58383,26599.84917,"158","346",,GU,B,MGS,"19990515","620780","5247156","15",JDM,"19880000",,,"0","0",slog,bsl,Sonju Lake ol gabbro,,3983710.585
15529188.11866,37772.38764,"159","347",,GU,B,MGS,"19990515","618798","5247232","15",M&C,"19990000",,,"0","0",clmd,bcl,Cloquet Lake monzodiorite,,15529188.120
1630904.07606,6880.42203,"160","353",,GU,B,MGS,"19990515","621207","5249139","15",MG2,"19930000",,,"0","0",fgmd,bfg,Finland Gp- prism monzodiorite,,1630904.075
759140.55129,5427.94718,"162","356",,GU,B,MGS,"19990515","625915","5249366","15",MGB,"19930000",,,"0","0",llmd,bll,Lax Lake - qtz monzodior,,759140.551
461928.53537,3365.30879,"163","357",,GU,B,MGS,"19990515","609128","5249121","15",M&C,"19990000",,,"0","0",clmd,bcl,Cloquet Lake monzodiorite,,461928.535
784889.03354,4733.82913,"164","359",,GU,B,MGS,"19990515","629542","5248971","15",MG2,"19930000",,,"0","0",llmd,bll,Lax Lake - qtz monzodior,,784889.034
1850382.81921,6856.65990,"169","366",,GU,B,MGS,"19990515","625592","5248608","15",MG2,"19930000",,,"0","0",llmd,bll,Lax Lake - qtz monzodior,,1850382.819
284105.59976,2945.87562,"170","367",,GU,B,MGS,"19990515","628347","5248852","15",MGB,"19930000",,,"0","0",llmd,bll,Lax Lake - qtz monzodior,,284105.600
2402258.63955,9484.94577,"171","369",,GU,B,MGS,"19990515","624641","5248075","15",MG2,"19930000",,,"0","0",llmd,bll,Lax Lake - qtz monzodior,,2402258.641
45583.25971,1379.58171,"172","373",,GU,B,MGS,"19990515","629480","5248441","15",MG2,"19930000",,,"0","0",llmd,bll,Lax Lake - qtz monzodior,,45583.260
316959.74387,2349.19017,"173","374",,GU,B,MGS,"19990515","627915","5248297","15",MG2,"19930000",,,"0","0",llmd,bll,Lax Lake - qtz monzodior,,316959.744
121158.81432,1904.59790,"174","375",,GU,B,MGS,"19990515","628264","5248263","15",MG2,"19930000",,,"0","0",llmd,bll,Lax Lake - qtz monzodior,,121158.814
33909.92564,714.89530,"175","390",,GU,B,MGS,"19990515","630441","5247742","15",JDM,"19880000",IGP,OBI,"-1","-1",nsbh,nhu,NSVG-basaltic hornfels,,33909.926
44958.14580,840.34688,"176","393",,GU,B,MGS,"19990515","630981","5247562","15",JDM,"19880000",IGP,OBI,"-1","-1",nsbh,nhu,NSVG-basaltic hornfels,,44958.146
1600806.79146,7608.83706,"178","396",,GU,B,MGS,"19990515","622422","5247049","15",JDM,"19880000",OBI,IGP,"-1","-1",nsbh,nhu,NSVG-basaltic hornfels,,1600806.792
352688.39573,2304.15825,"182","404",,GU,B,MGS,"19990515","626446","5246593","15",JDM,"19880000",,,"0","0",llmd,bll,Lax Lake - qtz monzodior,,342952.018
2551098.93144,7192.60148,"184","411",,GU,B,MGS,"19990515","610370","5244876","15",M&C,"19990000",,,"0","0",clmd,bcl,Cloquet Lake monzodiorite,,2551098.930
2409104.33023,8537.69620,"185","412",,GU,B,MGS,"19990515","621963","5244155","15",M&C,"19990000",OBI,IGP,"-1","-1",nsbh,nhu,NSVG-basaltic hornfels,,2409104.333
764063.43599,3710.68386,"186","413",,GU,B,MGS,"19990515","631523","5245342","15",JDM,"19880000",OBI,TOP,"0","0",nnu,nnu,NSVGn - undifferentiated,,844432.979
2324.42711,206.95092,"188","417",,GU,B,MGS,"19990515","629949","5245392","15",JDM,"19880000",OBI,,"0","0",nnb,nnu,NSVGn - basalt,,2324.427
1863236.30026,6653.74375,"191","433",,GU,B,MGS,"19990515","630542","5243201","15",JDM,"19880000",OBI,TOP,"0","0",nnu,nnu,NSVGn - undifferentiated,,1885000.208
2430422.07414,6582.15083,"194","439",,GU,B,MGS,"19990515","627245","5242638","15",JDM,"19880000",OBI,TOP,"0","0",nnu,nnu,NSVGn - undifferentiated,,2430422.074
476707.37247,5086.84844,"205","471",,GU,B,MGS,"19990515","616568","5240822","15",M&C,"19990000",,,"0","0",clmd,bcl,Cloquet Lake monzodiorite,,476707.374
1623515.35861,6515.42342,"209","485",,GU,B,MGS,"19990515","617542","5240711","15",M&C,"19990000",,,"0","0",clmd,bcl,Cloquet Lake monzodiorite,,1623515.359
462428.54635,4152.47484,"211","487",,GU,B,MGS,"19990515","620264","5240804","15",M&C,"19990000",,,"0","0",clmd,bcl,Cloquet Lake monzodiorite,,462428.547
607515.92706,3667.75227,"215","492",,GU,B,MGS,"19990515","616511","5240474","15",M&C,"19990000",,,"0","0",clmd,bcl,Cloquet Lake monzodiorite,,607515.926
369040.99995,10072.75498,"249","543",,GU,B,MGS,"19990515","629494","5237624","15",JDM,"19880000",OBI,PRJ,"0","0",sbg,bsb,Silver Bay Intr - gabbro,,369040.999
2917.98666,278.09647,"263","574",,GU,B,MGS,"19990515","629959","5236118","15",JDM,"19880000",OBI,PRJ,"0","0",nphr,nswu,Palisade Head porph rhyolite,,2917.986
6385.81834,405.89339,"270","586",,GU,B,MGS,"20000630","573852","5272744","15",S&M,"19990000",IGP,OBI,"442283","103",Pvr,Pvr,Virginia Formation,,6385.818
2245877.79754,10199.68286,"273","418",,GU,B,MGS,"19990515","629634","5244164","15",JDM,"19880000",OBI,TOP,"0","0",nnu,nnu,NSVGn - undifferentiated,,2245877.799
15320.12884,720.41248,"287","36",,GU,B,MGS,"19990515","570574","5273784","15",S&M,"19990000",OBI,IDH,"442251","26",Pbi,Pbi,Biwabik Iron-Formation,,15320.135
154149.27592,3317.86576,"288","42",,GU,B,MGS,"19990515","569357","5272273","15",S&M,"19990000",OBI,IDH,"442251","26",Pbi,Pbi,Biwabik Iron-Formation,,154149.276
6974864.38005,12283.34957,"289","52",,GU,B,MGS,"19990515","567696","5270780","15",S&M,"19990000",OBI,IDH,"442251","26",Pbi,Pbi,Biwabik Iron-Formation,,6974864.381
127878.26338,1887.89039,"290","56",,GU,B,MGS,"19990515","566390","5271338","15",S&M,"19990000",OBI,IDH,"442251","26",Pbi,Pbi,Biwabik Iron-Formation,,127878.263
42384.47465,2778.59956,"326","258",,GU,B,MGS,"19990515","627044","5253923","15",MGB,"19930000",IGP,PRJ,"0","0",brd,bbr,Beaver River diabase -undiff,,42384.474
4379.72222,1165.08140,"328","295",,GU,B,MGS,"19990515","630575","5251637","15",MGB,"19930000",,,"0","0",brod,bbr,Beaver River - oph ol gabbro,,4379.722
11928.53244,1363.87227,"329","302",,GU,B,MGS,"19990515","630823","5251496","15",MGB,"19930000",,,"0","0",brod,bbr,Beaver River - oph ol gabbro,,11928.532
21121.97222,547.91482,"331","447",,GU,B,MGS,"19990515","628400","5243217","15",JDM,"19880000",OBI,PRJ,"0","0",brod,bbr,Beaver River - oph ol gabbro,,21121.973
70062.03194,2270.85911,"332","457",,GU,B,MGS,"19990515","625961","5241983","15",JDM,"19880000",OBI,PRJ,"0","0",brod,bbr,Beaver River - oph ol gabbro,,70062.031
1955751.69960,15155.95492,"333","459",,GU,B,MGS,"19990515","627891","5240954","15",JDM,"19880000",OBI,PRJ,"0","0",brod,bbr,Beaver River - oph ol gabbro,,1916246.676
207093.62500,2095.17991,"336","473",,GU,B,MGS,"19990515","629736","5241236","15",JDM,"19880000",OBI,PRJ,"0","0",brod,bbr,Beaver River - oph ol gabbro,,207093.624
4515508.76765,18970.72842,"337","474",,GU,B,MGS,"19990515","625639","5238754","15",JDM,"19880000",OBI,TOP,"0","0",brod,bbr,Beaver River - oph ol gabbro,,4515508.771
7051.69194,388.61530,"338","523",,GU,B,MGS,"19990515","627915","5239396","15",JDM,"19880000",OBI,PRJ,"0","0",brod,bbr,Beaver River - oph ol gabbro,,7051.692
15385.27373,514.35374,"340","566",,GU,B,MGS,"19990515","626246","5237499","15",JDM,"19880000",OBI,PRJ,"0","0",brod,bbr,Beaver River - oph ol gabbro,,15385.273
201945.03793,2186.84800,"342","571",,GU,B,MGS,"19990515","630166","5236501","15",JDM,"19880000",OBI,PRJ,"0","0",brod,bbr,Beaver River - oph ol gabbro,,201945.038
8786534.00617,19597.33140,"348","238",,GU,B,MGS,"19990515","616430","5254570","15",M&C,"19990000",,,"0","0",cugp,bcl,Cloquet Lake granophyre,,8786534.003
643106.27416,5037.42285,"349","265",,GU,B,MGS,"19990515","615834","5253718","15",M&C,"19990000",,,"0","0",cugp,bcl,Cloquet Lake granophyre,,643106.276
12646924.89563,19737.89526,"350","268",,GU,B,MGS,"19990515","617434","5252118","15",M&C,"19990000",,,"0","0",cugp,bcl,Cloquet Lake granophyre,,12646924.890
4251159.15355,9426.06542,"351","273",,GU,B,MGS,"19990515","620211","5252622","15",M&C,"19990000",,,"0","0",cugp,bcl,Cloquet Lake granophyre,,4251159.153
95764.67453,1637.37283,"352","277",,GU,B,MGS,"19990515","622226","5252956","15",MGB,"19930000",,,"0","0",cugp,bcl,Cloquet Lake granophyre,,95764.675
1243844.00407,7311.44934,"353","306",,GU,B,MGS,"19990515","615369","5251369","15",M&C,"19990000",,,"0","0",cugp,bcl,Cloquet Lake granophyre,,1243844.002
10887982.04702,16678.74402,"354","329",,GU,B,MGS,"19990515","617261","5249501","15",M&C,"19990000",,,"0","0",cugp,bcl,Cloquet Lake granophyre,,10887982.040
8980629.21562,15729.13831,"355","144",,GU,B,MGS,"19990515","616366","5263276","15",M&C,"19990000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,8980629.216
5938404.15153,10656.61038,"356","161",,GU,B,MGS,"19990515","613066","5261347","15",M&C,"19990000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,5938404.149
5849714.49539,11741.01392,"357","181",,GU,B,MGS,"19990515","609772","5258620","15",M&C,"19990000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,5849714.494
677120.50399,3992.09671,"358","229",,GU,B,MGS,"19990515","608675","5256104","15",M&C,"19990000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,677120.503
4303566.63668,11813.15475,"359","241",,GU,B,MGS,"19990515","607986","5253359","15",M&C,"19990000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,4303566.639
237464.07118,3063.21346,"361","283",,GU,B,MGS,"19990515","631313","5252374","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,237464.071
39907.07670,1208.60285,"362","291",,GU,B,MGS,"19990515","631206","5251945","15",MGB,"19930000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,39907.077
157362.86187,1747.81568,"363","297",,GU,B,MGS,"19990515","630704","5251538","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,157362.862
117934.20713,1676.29854,"364","305",,GU,B,MGS,"19990515","630885","5251437","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,117934.207
2017010.63578,9123.18641,"365","327",,GU,B,MGS,"19990515","628918","5250745","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,2017010.634
97848.17346,1337.03724,"366","315",,GU,B,MGS,"19990515","630693","5250978","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,97848.174
2628678.77994,7843.02453,"367","324",,GU,B,MGS,"19990515","606035","5249570","15",M&C,"19990000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,2628678.780
66965.73750,1633.66054,"368","331",,GU,B,MGS,"19990515","630271","5250638","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,66965.738
117584.76540,1473.04846,"369","332",,GU,B,MGS,"19990515","630545","5250646","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,117584.766
3780.22437,289.64857,"370","334",,GU,B,MGS,"19990515","626856","5250744","15",MGB,"19930000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,3780.224
3564279.24452,11359.72525,"371","336",,GU,B,MGS,"19990515","626975","5249643","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,3564279.246
12828.65759,520.22023,"372","337",,GU,B,MGS,"19990515","630317","5250433","15",MGB,"19930000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,12828.657
7186.95965,396.07817,"373","340",,GU,B,MGS,"19990515","629891","5250313","15",MGB,"19930000",OBI,,"0","0",llog,bll,Lax Lake -oph gabbro,,7186.959
11063.30562,410.24249,"374","341",,GU,B,MGS,"19990515","630501","5250289","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,11063.305
331643.02144,4737.53049,"375","342",,GU,B,MGS,"19990515","630010","5249849","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,331643.020
43525.62025,896.34490,"376","343",,GU,B,MGS,"19990515","629967","5250147","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,43525.620
391640.41060,2792.90890,"377","345",,GU,B,MGS,"19990515","622682","5249986","15",MGB,"19930000",OBI,IDH,"-1","-1",llgd,bll,Lax Lake gabbro/diorite,,391640.413
1272525.83232,5363.14020,"378","351",,GU,B,MGS,"19990515","628606","5249417","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,1272525.832
135441.86092,2426.80480,"379","364",,GU,B,MGS,"19990515","624431","5249085","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,135441.861
261982.05898,2664.39423,"380","370",,GU,B,MGS,"19990515","627113","5248577","15",MG2,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,261982.059
4316556.81567,11746.39889,"381","371",,GU,B,MGS,"19990515","622674","5247892","15",MG2,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,4316556.815
61828.38843,1248.19387,"382","372",,GU,B,MGS,"19990515","623549","5248713","15",MGB,"19930000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,61828.388
2990804.23446,7934.66394,"384","378",,GU,B,MGS,"19990515","605371","5246830","15",M&C,"19990000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,2990804.232
2840.04441,211.32721,"386","385",,GU,B,MGS,"19990515","628480","5248106","15",JDM,"19880000",OBI,IGP,"0","0",llgd,bll,Lax Lake gabbro/diorite,,2840.044
11113.45112,395.30567,"388","389",,GU,B,MGS,"19990515","628406","5247839","15",JDM,"19880000",OBI,IDH,"0","0",llgd,bll,Lax Lake gabbro/diorite,,11113.452
74263.12624,1635.75707,"390","394",,GU,B,MGS,"19990515","625024","5247489","15",JDM,"19880000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,74263.126
5734107.40778,17868.54236,"391","406",,GU,B,MGS,"19990515","624993","5245576","15",JDM,"19880000",OBI,,"0","0",llgd,bll,Lax Lake gabbro/diorite,,5804631.145
15497927.20307,35192.70539,"392","408",,GU,B,MGS,"19990515","607682","5242711","15",M&C,"19990000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,15497927.200
601852.91589,3735.15001,"394","422",,GU,B,MGS,"19990515","623104","5244563","15",JDM,"19880000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,601852.914
135258.56030,1497.96064,"396","428",,GU,B,MGS,"19990515","626701","5244484","15",JDM,"19880000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,135258.561
3077184.78315,8856.80603,"397","434",,GU,B,MGS,"19990515","621955","5242605","15",JDM,"19880000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,3077184.784
2014657.56985,7349.43581,"399","461",,GU,B,MGS,"19990515","616990","5241642","15",M&C,"19990000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,2014657.573
597547.40960,4222.84971,"401","479",,GU,B,MGS,"19990515","620030","5241072","15",M&C,"19990000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,597547.408
740940.43129,4460.60522,"402","490",,GU,B,MGS,"19990515","620608","5240570","15",M&C,"19990000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,740940.430
2169381.97998,5886.47781,"403","497",,GU,B,MGS,"19990515","618802","5239981","15",M&C,"19990000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,2169381.978
722273.53970,3830.91622,"405","507",,GU,B,MGS,"19990515","617815","5239662","15",M&C,"19990000",,,"0","0",clgd,bcl,Lower Cloquet Lake gabbro/dior,,722273.541
3488826.83310,11686.47671,"409","135",,GU,B,MGS,"19990515","617929","5264393","15",M&C,"19990000",,,"0","0",clog,bcl,Lower Cloquet Lake ol gabbro,,3488826.835
2649555.87214,9599.29965,"410","138",,GU,B,MGS,"19990515","614164","5264190","15",M&C,"19990000",,,"0","0",clog,bcl,Lower Cloquet Lake ol gabbro,,2649555.874
1932079.39048,7102.36378,"411","156",,GU,B,MGS,"19990515","611777","5262120","15",M&C,"19990000",,,"0","0",clog,bcl,Lower Cloquet Lake ol gabbro,,1932079.391
4350822.36396,12888.03840,"412","172",,GU,B,MGS,"19990515","608982","5258861","15",M&C,"19990000",,,"0","0",clog,bcl,Lower Cloquet Lake ol gabbro,,4350822.365
1647892.80609,6220.26737,"413","231",,GU,B,MGS,"19990515","607932","5255715","15",M&C,"19990000",,,"0","0",clog,bcl,Lower Cloquet Lake ol gabbro,,1647892.809
8922918.68420,18127.54126,"414","244",,GU,B,MGS,"19990515","606071","5253283","15",M&C,"19990000",,,"0","0",clog,bcl,Lower Cloquet Lake ol gabbro,,8922918.681
350194.16133,3609.24363,"415","299",,GU,B,MGS,"19990515","630901","5250997","15",MGB,"19930000",,,"0","0",clog,bcl,Lower Cloquet Lake ol gabbro,,350194.161
4722414.59463,12148.45247,"416","322",,GU,B,MGS,"19990515","604406","5249842","15",M&C,"19990000",,,"0","0",clog,bcl,Lower Cloquet Lake ol gabbro,,4722414.593
11372346.29061,27515.02444,"417","355",,GU,B,MGS,"19990515","602070","5246489","15",M&C,"19990000",,,"0","0",clog,bcl,Lower Cloquet Lake ol gabbro,,11372346.290
212353.94535,2051.90868,"418","360",,GU,B,MGS,"19990515","630281","5249381","15",MGB,"19930000",,,"0","0",clog,bcl,Lower Cloquet Lake ol gabbro,,212353.945
137395.97971,1484.22368,"423","432",,GU,B,MGS,"19990515","626634","5244265","15",JDM,"19880000",,,"0","0",clog,bcl,Lower Cloquet Lake ol gabbro,,137395.979
48146.88754,895.16366,"424","435",,GU,B,MGS,"19990515","626377","5243923","15",JDM,"19880000",,,"0","0",clog,bcl,Lower Cloquet Lake ol gabbro,,48146.888
173658.23429,3108.23468,"439","565",,GU,B,MGS,"19990515","621806","5236982","15",M&C,"19990000",OBI,IDH,"-1","-1",llog,bll,Lax Lake -oph gabbro,,173658.235
3767062.82266,9450.26368,"441","158",,GU,B,MGS,"19990515","625045","5262351","15",MGB,"19930000",,,"0","0",cugd,bcl,Upper Cloquet Lake gabbro/dior,,3767062.822
28545857.63629,24409.39562,"442","163",,GU,B,MGS,"19990515","621194","5260209","15",M&C,"19990000",,,"0","0",cugd,bcl,Upper Cloquet Lake gabbro/dior,,28545857.630
326588.19348,3325.51920,"443","169",,GU,B,MGS,"19990515","625841","5261522","15",MGB,"19930000",,,"0","0",cugd,bcl,Upper Cloquet Lake gabbro/dior,,326588.193
43156168.23369,50041.12671,"444","180",,GU,B,MGS,"19990515","617525","5257074","15",M&C,"19990000",,,"0","0",cugd,bcl,Upper Cloquet Lake gabbro/dior,,43156168.230
2392291.97621,7693.75502,"445","221",,GU,B,MGS,"19990515","613628","5255836","15",M&C,"19990000",,,"0","0",cugd,bcl,Upper Cloquet Lake gabbro/dior,,2392291.978
4303039.64116,8534.32988,"446","222",,GU,B,MGS,"19990515","611431","5255989","15",M&C,"19990000",,,"0","0",cugd,bcl,Upper Cloquet Lake gabbro/dior,,4303039.638
15202647.78220,26017.92922,"447","248",,GU,B,MGS,"19990515","611617","5253111","15",M&C,"19990000",,,"0","0",cugd,bcl,Upper Cloquet Lake gabbro/dior,,15202647.780
36553.12907,1386.42678,"448","263",,GU,B,MGS,"19990515","614433","5254127","15",M&C,"19990000",,,"0","0",cugd,bcl,Upper Cloquet Lake gabbro/dior,,36553.129
6500916.20339,14920.80023,"449","326",,GU,B,MGS,"19990515","608375","5248994","15",M&C,"19990000",,,"0","0",cugd,bcl,Upper Cloquet Lake gabbro/dior,,6500916.205
30253423.35900,40558.52966,"450","328",,GU,B,MGS,"19990515","614549","5248200","15",M&C,"19990000",,,"0","0",cugd,bcl,Upper Cloquet Lake gabbro/dior,,30253423.350
26844975.81482,26556.78212,"451","381",,GU,B,MGS,"19990515","617039","5244876","15",M&C,"19990000",,,"0","0",cugd,bcl,Upper Cloquet Lake gabbro/dior,,26844975.810
