tab	specimens
specimen	sample	experiments	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight
AX16-4b	AX16-4											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX16-5b	AX16-5	AX16-5b_LP-DIR-T		mt	241.1	41.8	1	12	-1	1.3	2.5	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:19:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX16-5b	AX16-5	AX16-5b_LP-DIR-T		mt	282.4	40.2	1	12	0	1.3	2.5	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:19:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX16-5b	AX16-5											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX16-5b	AX16-5	AX16-5b_LP-DIR-T		mt	282.4	40.2	1	12	100	1.3	2.5	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:19:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX16-6b	AX16-6	AX16-6b_LP-DIR-T		mt	271.2	35.7	1	11	0	3.1	1.9	Igneous:Intrusive	Not Specified	Anorthosite	858	823	K		hargrave 2019-12-01 15:21:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX16-6b	AX16-6	AX16-6b_LP-DIR-T		mt	271.2	35.7	1	11	100	3.1	1.9	Igneous:Intrusive	Not Specified	Anorthosite	858	823	K		hargrave 2019-12-01 15:21:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX16-6b	AX16-6											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX16-6b	AX16-6	AX16-6b_LP-DIR-T		mt	256.0	46.2	1	11	-1	3.1	1.9	Igneous:Intrusive	Not Specified	Anorthosite	858	823	K		hargrave 2019-12-01 15:21:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX16-7b	AX16-7											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX16-7b	AX16-7	AX16-7b_LP-DIR-T		mt	248.3	39.3	1	12	-1	1.6	1.6	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:23:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX16-7b	AX16-7	AX16-7b_LP-DIR-T		mt	269.6	38.4	1	12	100	1.6	1.6	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:23:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX16-7b	AX16-7	AX16-7b_LP-DIR-T		mt	269.6	38.4	1	12	0	1.6	1.6	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:23:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX16-8b	AX16-8	AX16-8b_LP-DIR-T		mt	271.1	42	1	14	100	2.6	1.8	Igneous:Intrusive	Not Specified	Anorthosite	873	818	K		hargrave 2019-12-01 15:25:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX16-8b	AX16-8	AX16-8b_LP-DIR-T		mt	271.1	42	1	14	0	2.6	1.8	Igneous:Intrusive	Not Specified	Anorthosite	873	818	K		hargrave 2019-12-01 15:25:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX16-8b	AX16-8	AX16-8b_LP-DIR-T		mt	238.5	41	1	14	-1	2.6	1.8	Igneous:Intrusive	Not Specified	Anorthosite	873	818	K		hargrave 2019-12-01 15:25:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX16-8b	AX16-8											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX17-1b	AX17-1	AX17-1b_LP-DIR-T		mt	271.8	49.8	1	11	100	1.3	1.6	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:39:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX17-1b	AX17-1	AX17-1b_LP-DIR-T		mt	271.8	49.8	1	11	0	1.3	1.6	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:39:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX17-1b	AX17-1	AX17-1b_LP-DIR-T		mt	201.9	69.2	1	11	-1	1.3	1.6	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:39:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX17-1b	AX17-1											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX17-2b	AX17-2	AX17-2b_LP-DIR-T		mt	225.7	69.9	1	10	-1	0.8	1.2	Igneous:Intrusive	Not Specified	Anorthosite	863	813	K		hargrave 2020-09-03 10:41:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX17-2b	AX17-2	AX17-2b_LP-DIR-T		mt	271.4	48.3	1	10	100	0.8	1.2	Igneous:Intrusive	Not Specified	Anorthosite	863	813	K		hargrave 2020-09-03 10:41:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX17-2b	AX17-2	AX17-2b_LP-DIR-T		mt	271.4	48.3	1	10	0	0.8	1.2	Igneous:Intrusive	Not Specified	Anorthosite	863	813	K		hargrave 2020-09-03 10:41:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX17-2b	AX17-2											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX17-3b	AX17-3											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX17-3b	AX17-3	AX17-3b_LP-DIR-T		mt	213.2	62.3	1	11	-1	0.4	1.2	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:42:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX17-3b	AX17-3	AX17-3b_LP-DIR-T		mt	267.8	53	1	11	0	0.4	1.2	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:42:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX17-3b	AX17-3	AX17-3b_LP-DIR-T		mt	267.8	53	1	11	100	0.4	1.2	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:42:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX17-4b	AX17-4											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX17-4b	AX17-4	AX17-4b_LP-DIR-T		mt	276.1	48.7	1	9	100	0	1.4	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:44:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX17-4b	AX17-4	AX17-4b_LP-DIR-T		mt	222.9	33.7	1	9	-1	0	1.4	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:44:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX17-4b	AX17-4	AX17-4b_LP-DIR-T		mt	276.1	48.7	1	9	0	0	1.4	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:44:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX17-5b	AX17-5	AX17-5b_LP-DIR-T		mt	273.4	48.8	1	9	100	0.7	1.5	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:45:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX17-5b	AX17-5	AX17-5b_LP-DIR-T		mt	223.9	31	1	9	-1	0.7	1.5	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:45:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX17-5b	AX17-5	AX17-5b_LP-DIR-T		mt	273.4	48.8	1	9	0	0.7	1.5	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:45:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX17-5b	AX17-5											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX17-6b	AX17-6	AX17-6b_LP-DIR-T		mt	220.1	44.7	1	9	-1	0.5	1	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:47:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX17-6b	AX17-6	AX17-6b_LP-DIR-T		mt	277.2	52.2	1	9	0	0.5	1	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:47:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX17-6b	AX17-6	AX17-6b_LP-DIR-T		mt	277.2	52.2	1	9	100	0.5	1	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:47:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX17-6b	AX17-6											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX17-7b	AX17-7											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX17-7b	AX17-7	AX17-7b_LP-DIR-T		mt	222.0	41.2	1	10	-1	1.1	2.1	Igneous:Intrusive	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 10:48:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX17-7b	AX17-7	AX17-7b_LP-DIR-T		mt	273.7	51.7	1	10	0	1.1	2.1	Igneous:Intrusive	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 10:48:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX17-7b	AX17-7	AX17-7b_LP-DIR-T		mt	273.7	51.7	1	10	100	1.1	2.1	Igneous:Intrusive	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 10:48:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX17-8b	AX17-8	AX17-8b_LP-DIR-T		mt	228.1	39.5	1	11	-1	1.3	1.7	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:50:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX17-8b	AX17-8	AX17-8b_LP-DIR-T		mt	277.2	45.7	1	11	0	1.3	1.7	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:50:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX17-8b	AX17-8											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX17-8b	AX17-8	AX17-8b_LP-DIR-T		mt	277.2	45.7	1	11	100	1.3	1.7	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:50:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX18-1b	AX18-1	AX18-1b_LP-DIR-T		mt	173.0	62.4	1	11	-1	0.9	1.1	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:51:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX18-1b	AX18-1	AX18-1b_LP-DIR-T		mt	284.8	46.3	1	11	0	0.9	1.1	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:51:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX18-1b	AX18-1	AX18-1b_LP-DIR-T		mt	284.8	46.3	1	11	100	0.9	1.1	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:51:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX18-1b	AX18-1											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX18-2b	AX18-2	AX18-2b_LP-DIR-T		mt	167.2	70.5	1	11	-1	0.6	2.6	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:53:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX18-2b	AX18-2	AX18-2b_LP-DIR-T		mt	282.2	45.9	1	11	0	0.6	2.6	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:53:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX18-2b	AX18-2	AX18-2b_LP-DIR-T		mt	282.2	45.9	1	11	100	0.6	2.6	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:53:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX18-2b	AX18-2											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX18-3b	AX18-3											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX18-3b	AX18-3	AX18-3b_LP-DIR-T		mt	281.8	47.6	1	11	100	0.8	1.9	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:57:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX18-3b	AX18-3	AX18-3b_LP-DIR-T		mt	281.8	47.6	1	11	0	0.8	1.9	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:57:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX18-3b	AX18-3	AX18-3b_LP-DIR-T		mt	175.9	73.4	1	11	-1	0.8	1.9	Igneous:Intrusive	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:57:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX18-4b	AX18-4	AX18-4b_LP-DIR-T		mt	281.0	40.2	1	12	100	1.5	1.6	Igneous:Intrusive	Not Specified	Anorthosite	883	793	K		hargrave 2020-09-03 10:59:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX18-4b	AX18-4											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX18-4b	AX18-4	AX18-4b_LP-DIR-T		mt	332.9	72.8	1	12	-1	1.5	1.6	Igneous:Intrusive	Not Specified	Anorthosite	883	793	K		hargrave 2020-09-03 10:59:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX18-4b	AX18-4	AX18-4b_LP-DIR-T		mt	281.0	40.2	1	12	0	1.5	1.6	Igneous:Intrusive	Not Specified	Anorthosite	883	793	K		hargrave 2020-09-03 10:59:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX18-5b	AX18-5	AX18-5b_LP-DIR-T		mt	282.9	42.3	1	12	0	1.4	1.6	Igneous:Intrusive	Not Specified	Anorthosite	863	773	K		hargrave 2020-09-03 11:00:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX18-5b	AX18-5	AX18-5b_LP-DIR-T		mt	30.3	69.5	1	12	-1	1.4	1.6	Igneous:Intrusive	Not Specified	Anorthosite	863	773	K		hargrave 2020-09-03 11:00:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX18-5b	AX18-5	AX18-5b_LP-DIR-T		mt	282.9	42.3	1	12	100	1.4	1.6	Igneous:Intrusive	Not Specified	Anorthosite	863	773	K		hargrave 2020-09-03 11:00:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX18-5b	AX18-5											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX18-6b	AX18-6											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX18-6b	AX18-6	AX18-6b_LP-DIR-T		mt	307.1	70.2	1	13	-1	1.6	1.7	Igneous:Intrusive	Not Specified	Anorthosite	883	773	K		hargrave 2020-09-03 11:02:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX18-6b	AX18-6	AX18-6b_LP-DIR-T		mt	282.5	45.4	1	13	0	1.6	1.7	Igneous:Intrusive	Not Specified	Anorthosite	883	773	K		hargrave 2020-09-03 11:02:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX18-6b	AX18-6	AX18-6b_LP-DIR-T		mt	282.5	45.4	1	13	100	1.6	1.7	Igneous:Intrusive	Not Specified	Anorthosite	883	773	K		hargrave 2020-09-03 11:02:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX18-7b	AX18-7	AX18-7b_LP-DIR-T		mt	285.2	45.4	1	13	0	1.5	1.5	Igneous:Intrusive	Not Specified	Anorthosite	883	773	K		hargrave 2020-09-03 11:03:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX18-7b	AX18-7											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX18-7b	AX18-7	AX18-7b_LP-DIR-T		mt	123.6	87.4	1	13	-1	1.5	1.5	Igneous:Intrusive	Not Specified	Anorthosite	883	773	K		hargrave 2020-09-03 11:03:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX18-7b	AX18-7	AX18-7b_LP-DIR-T		mt	285.2	45.4	1	13	100	1.5	1.5	Igneous:Intrusive	Not Specified	Anorthosite	883	773	K		hargrave 2020-09-03 11:03:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX18-8b	AX18-8											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX18-8b	AX18-8	AX18-8b_LP-DIR-T		mt	121.1	75.6	1	9	-1	0.5	1.5	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 11:05:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX18-8b	AX18-8	AX18-8b_LP-DIR-T		mt	287.7	45.2	1	9	0	0.5	1.5	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 11:05:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX18-8b	AX18-8	AX18-8b_LP-DIR-T		mt	287.7	45.2	1	9	100	0.5	1.5	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 11:05:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX18-9b	AX18-9	AX18-9b_LP-DIR-T		mt	286.6	51.3	1	12	100	1	2.5	Igneous:Intrusive	Not Specified	Anorthosite	883	793	K		hargrave 2020-09-03 11:06:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX18-9b	AX18-9	AX18-9b_LP-DIR-T		mt	286.6	51.3	1	12	0	1	2.5	Igneous:Intrusive	Not Specified	Anorthosite	883	793	K		hargrave 2020-09-03 11:06:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX18-9b	AX18-9	AX18-9b_LP-DIR-T		mt	166.9	56.5	1	12	-1	1	2.5	Igneous:Intrusive	Not Specified	Anorthosite	883	793	K		hargrave 2020-09-03 11:06:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX18-9b	AX18-9											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX19-1b	AX19-1	AX19-1b_LP-DIR-T		mt	259.3	84.8	1	10	-1	0.5	0.5	Igneous:Intrusive	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 11:08:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX19-1b	AX19-1	AX19-1b_LP-DIR-T		mt	292.8	34.8	1	10	0	0.5	0.5	Igneous:Intrusive	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 11:08:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX19-1b	AX19-1	AX19-1b_LP-DIR-T		mt	292.8	34.8	1	10	100	0.5	0.5	Igneous:Intrusive	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 11:08:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX19-1b	AX19-1											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX19-2b	AX19-2											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX19-2b	AX19-2	AX19-2b_LP-DIR-T		mt	310.2	80.8	1	8	-1	0.1	0.7	Igneous:Intrusive	Not Specified	Anorthosite	863	828	K		hargrave 2020-09-03 11:09:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX19-2b	AX19-2	AX19-2b_LP-DIR-T		mt	292.5	34.7	1	8	0	0.1	0.7	Igneous:Intrusive	Not Specified	Anorthosite	863	828	K		hargrave 2020-09-03 11:09:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX19-2b	AX19-2	AX19-2b_LP-DIR-T		mt	292.5	34.7	1	8	100	0.1	0.7	Igneous:Intrusive	Not Specified	Anorthosite	863	828	K		hargrave 2020-09-03 11:09:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX19-3b	AX19-3											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX19-3b	AX19-3	AX19-3b_LP-DIR-T		mt	280.9	81.5	1	10	-1	0.6	0.7	Igneous:Intrusive	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 11:11:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX19-3b	AX19-3	AX19-3b_LP-DIR-T		mt	289.2	39.9	1	10	0	0.6	0.7	Igneous:Intrusive	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 11:11:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX19-3b	AX19-3	AX19-3b_LP-DIR-T		mt	289.2	39.9	1	10	100	0.6	0.7	Igneous:Intrusive	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 11:11:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX19-4b	AX19-4	AX19-4b_LP-DIR-T		mt	336.3	83.3	1	10	-1	0.8	0.6	Igneous:Intrusive	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 11:15:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX19-4b	AX19-4	AX19-4b_LP-DIR-T		mt	297.7	36.8	1	10	100	0.8	0.6	Igneous:Intrusive	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 11:15:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX19-4b	AX19-4	AX19-4b_LP-DIR-T		mt	297.7	36.8	1	10	0	0.8	0.6	Igneous:Intrusive	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 11:15:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX19-4b	AX19-4											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX19-5b	AX19-5	AX19-5b_LP-DIR-T		mt	356.0	76.2	1	9	-1	1.4	0.6	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 11:17:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX19-5b	AX19-5	AX19-5b_LP-DIR-T		mt	297.0	34.2	1	9	0	1.4	0.6	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 11:17:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX19-5b	AX19-5	AX19-5b_LP-DIR-T		mt	297.0	34.2	1	9	100	1.4	0.6	Igneous:Intrusive	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 11:17:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX19-5b	AX19-5											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX19-6b	AX19-6											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX19-6b	AX19-6	AX19-6b_LP-DIR-T		mt	293.2	33.5	1	10	0	0.9	0.7	Igneous:Intrusive	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 11:18:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
