tab	specimens
specimen	sample	experiments	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight
BD11-3a	BD11-3	BD11-3a_LP-DIR-T		mt	298.2	41.4	1	12	0	0.4	1.2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:00:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD11-3a	BD11-3	BD11-3a_LP-DIR-T		mt	298.2	41.4	1	12	100	0.4	1.2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:00:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD11-3a	BD11-3											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD11-4a	BD11-4	BD11-4a_LP-DIR-T		mt	227.9	40.3	1	12	-1	1.6	2.9	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:29:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD11-4a	BD11-4	BD11-4a_LP-DIR-T		mt	298.3	43.3	1	12	0	1.6	2.9	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:29:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD11-4a	BD11-4											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD11-4a	BD11-4	BD11-4a_LP-DIR-T		mt	298.3	43.3	1	12	100	1.6	2.9	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:29:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD11-5a	BD11-5											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD11-5a	BD11-5	BD11-5a_LP-DIR-T		mt	166.5	64.9	1	12	-1	2	2.2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:31:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD11-5a	BD11-5	BD11-5a_LP-DIR-T		mt	302.6	39.3	1	12	0	2	2.2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:31:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD11-5a	BD11-5	BD11-5a_LP-DIR-T		mt	302.6	39.3	1	12	100	2	2.2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:31:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD11-6a	BD11-6	BD11-6a_LP-DIR-T		mt	176.8	57.7	1	12	-1	1.6	2.5	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:05:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD11-6a	BD11-6	BD11-6a_LP-DIR-T		mt	297.7	44.3	1	12	0	1.6	2.5	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:05:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD11-6a	BD11-6	BD11-6a_LP-DIR-T		mt	297.7	44.3	1	12	100	1.6	2.5	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:05:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD11-6a	BD11-6											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD11-7a	BD11-7											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD11-7a	BD11-7	BD11-7a_LP-DIR-T		mt	290.7	36.3	1	12	100	1.3	2.9	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:32:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD11-7a	BD11-7	BD11-7a_LP-DIR-T		mt	194.1	71.1	1	12	-1	1.3	2.9	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:32:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD11-7a	BD11-7	BD11-7a_LP-DIR-T		mt	290.7	36.3	1	12	0	1.3	2.9	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:32:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD11-8a	BD11-8	BD11-8a_LP-DIR-T		mt	294.3	41.6	1	12	100	0.8	1.3	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:34:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD11-8a	BD11-8											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD11-8a	BD11-8	BD11-8a_LP-DIR-T		mt	294.3	41.6	1	12	0	0.8	1.3	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:34:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD11-8a	BD11-8	BD11-8a_LP-DIR-T		mt	175.0	72.3	1	12	-1	0.8	1.3	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:34:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD12-1a	BD12-1	BD12-1a_LP-DIR-T		mt	286.8	36.9	1	12	100	1.7	3.8	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:10:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD12-1a	BD12-1	BD12-1a_LP-DIR-T		mt	286.8	36.9	1	12	0	1.7	3.8	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:10:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD12-1a	BD12-1	BD12-1a_LP-DIR-T		mt	141.5	18.4	1	12	-1	1.7	3.8	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:10:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD12-1a	BD12-1											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD12-2a	BD12-2	BD12-2a_LP-DIR-T		mt	293.2	38.7	1	12	0	3.3	2.3	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:12:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD12-2a	BD12-2	BD12-2a_LP-DIR-T		mt	150.9	14.2	1	12	-1	3.3	2.3	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:12:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD12-2a	BD12-2	BD12-2a_LP-DIR-T		mt	293.2	38.7	1	12	100	3.3	2.3	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:12:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD12-2a	BD12-2											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD12-3a	BD12-3											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD12-3a	BD12-3	BD12-3a_LP-DIR-T		mt	153.3	19.7	1	10	-1	3.6	2.6	Igneous:Intrusive	Diabase	Diabase	863	807	K		hargrave 2020-09-17 15:13:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD12-3a	BD12-3	BD12-3a_LP-DIR-T		mt	290.6	40.5	1	10	100	3.6	2.6	Igneous:Intrusive	Diabase	Diabase	863	807	K		hargrave 2020-09-17 15:13:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD12-3a	BD12-3	BD12-3a_LP-DIR-T		mt	290.6	40.5	1	10	0	3.6	2.6	Igneous:Intrusive	Diabase	Diabase	863	807	K		hargrave 2020-09-17 15:13:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD12-4a	BD12-4	BD12-4a_LP-DIR-T		mt	291.0	37.2	1	12	100	2.8	2.4	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:36:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD12-4a	BD12-4											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD12-4a	BD12-4	BD12-4a_LP-DIR-T		mt	291.0	37.2	1	12	0	2.8	2.4	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:36:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD12-4a	BD12-4	BD12-4a_LP-DIR-T		mt	160.1	15	1	12	-1	2.8	2.4	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:36:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD12-5a	BD12-5	BD12-5a_LP-DIR-T		mt	172.1	10.7	1	12	-1	1.4	2.3	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:50:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD12-5a	BD12-5											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD12-5a	BD12-5	BD12-5a_LP-DIR-T		mt	292.7	36.4	1	12	0	1.4	2.3	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:50:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD12-5a	BD12-5	BD12-5a_LP-DIR-T		mt	292.7	36.4	1	12	100	1.4	2.3	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:50:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD12-6a	BD12-6	BD12-6a_LP-DIR-T		mt	217.5	27	1	9	-1	2.1	4.7	Igneous:Intrusive	Diabase	Diabase	863	810	K		hargrave 2020-09-17 15:51:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD12-6a	BD12-6											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD12-6a	BD12-6	BD12-6a_LP-DIR-T		mt	289.6	41.3	1	9	0	2.1	4.7	Igneous:Intrusive	Diabase	Diabase	863	810	K		hargrave 2020-09-17 15:51:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD12-6a	BD12-6	BD12-6a_LP-DIR-T		mt	289.6	41.3	1	9	100	2.1	4.7	Igneous:Intrusive	Diabase	Diabase	863	810	K		hargrave 2020-09-17 15:51:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD12-7a	BD12-7	BD12-7a_LP-DIR-T		mt	270.5	33.9	1	9	0	1.5	2.1	Igneous:Intrusive	Diabase	Diabase	863	810	K		hargrave 2020-09-17 15:53:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD12-7a	BD12-7											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD12-7a	BD12-7	BD12-7a_LP-DIR-T		mt	142.6	-34.6	1	9	-1	1.5	2.1	Igneous:Intrusive	Diabase	Diabase	863	810	K		hargrave 2020-09-17 15:53:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD12-7a	BD12-7	BD12-7a_LP-DIR-T		mt	270.5	33.9	1	9	100	1.5	2.1	Igneous:Intrusive	Diabase	Diabase	863	810	K		hargrave 2020-09-17 15:53:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD12-8a	BD12-8	BD12-8a_LP-DIR-T		mt	162.3	-25.1	1	11	-1	2.2	2.4	Igneous:Intrusive	Diabase	Diabase	863	803	K		hargrave 2020-09-17 15:55:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD12-8a	BD12-8	BD12-8a_LP-DIR-T		mt	296.9	38	1	11	0	2.2	2.4	Igneous:Intrusive	Diabase	Diabase	863	803	K		hargrave 2020-09-17 15:55:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD12-8a	BD12-8	BD12-8a_LP-DIR-T		mt	296.9	38	1	11	100	2.2	2.4	Igneous:Intrusive	Diabase	Diabase	863	803	K		hargrave 2020-09-17 15:55:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD12-8a	BD12-8											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD13-1a	BD13-1											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD13-1a	BD13-1	BD13-1a_LP-DIR-T		mt	276.2	25.9	1	7	100	0.9	3.7	Igneous:Intrusive	Diabase	Diabase	863	829	K		hargrave 2020-10-01 13:30:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD13-1a	BD13-1	BD13-1a_LP-DIR-T		mt	276.2	25.9	1	7	0	0.9	3.7	Igneous:Intrusive	Diabase	Diabase	863	829	K		hargrave 2020-10-01 13:30:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD13-1a	BD13-1	BD13-1a_LP-DIR-T		mt	190.0	70.8	1	7	-1	0.9	3.7	Igneous:Intrusive	Diabase	Diabase	863	829	K		hargrave 2020-10-01 13:30:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD13-2a	BD13-2	BD13-2a_LP-DIR-T		mt	177.0	79.4	1	9	-1	2.2	3.5	Igneous:Intrusive	Diabase	Diabase	863	818	K		hargrave 2020-10-01 13:31:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD13-2a	BD13-2	BD13-2a_LP-DIR-T		mt	278.5	22.6	1	9	0	2.2	3.5	Igneous:Intrusive	Diabase	Diabase	863	818	K		hargrave 2020-10-01 13:31:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD13-2a	BD13-2	BD13-2a_LP-DIR-T		mt	278.5	22.6	1	9	100	2.2	3.5	Igneous:Intrusive	Diabase	Diabase	863	818	K		hargrave 2020-10-01 13:31:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD13-2a	BD13-2											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD13-3a	BD13-3											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD13-3a	BD13-3	BD13-3a_LP-DIR-T		mt	179.9	74.5	1	9	-1	1.5	2.6	Igneous:Intrusive	Diabase	Diabase	863	818	K		hargrave 2020-10-01 13:32:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD13-3a	BD13-3	BD13-3a_LP-DIR-T		mt	279.5	24.5	1	9	0	1.5	2.6	Igneous:Intrusive	Diabase	Diabase	863	818	K		hargrave 2020-10-01 13:32:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD13-3a	BD13-3	BD13-3a_LP-DIR-T		mt	279.5	24.5	1	9	100	1.5	2.6	Igneous:Intrusive	Diabase	Diabase	863	818	K		hargrave 2020-10-01 13:32:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD13-4a	BD13-4	BD13-4a_LP-DIR-T		mt	195.6	68.6	1	9	-1	2.8	2.3	Igneous:Intrusive	Diabase	Diabase	863	818	K		hargrave 2020-10-01 13:33:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD13-4a	BD13-4											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD13-4a	BD13-4	BD13-4a_LP-DIR-T		mt	274.3	20.5	1	9	0	2.8	2.3	Igneous:Intrusive	Diabase	Diabase	863	818	K		hargrave 2020-10-01 13:33:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD13-4a	BD13-4	BD13-4a_LP-DIR-T		mt	274.3	20.5	1	9	100	2.8	2.3	Igneous:Intrusive	Diabase	Diabase	863	818	K		hargrave 2020-10-01 13:33:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD13-5a	BD13-5											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD13-5a	BD13-5	BD13-5a_LP-DIR-T		mt	284.8	21.4	1	8	100	1.3	2.2	Igneous:Intrusive	Diabase	Diabase	863	823	K		hargrave 2020-10-01 13:34:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD13-5a	BD13-5	BD13-5a_LP-DIR-T		mt	284.8	21.4	1	8	0	1.3	2.2	Igneous:Intrusive	Diabase	Diabase	863	823	K		hargrave 2020-10-01 13:34:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD13-5a	BD13-5	BD13-5a_LP-DIR-T		mt	159.1	64.9	1	8	-1	1.3	2.2	Igneous:Intrusive	Diabase	Diabase	863	823	K		hargrave 2020-10-01 13:34:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD13-6a	BD13-6	BD13-6a_LP-DIR-T		mt	196.0	75.8	1	7	-1	0.9	2.2	Igneous:Intrusive	Diabase	Diabase	863	829	K		hargrave 2020-10-01 13:35:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD13-6a	BD13-6	BD13-6a_LP-DIR-T		mt	279.5	21.6	1	7	0	0.9	2.2	Igneous:Intrusive	Diabase	Diabase	863	829	K		hargrave 2020-10-01 13:35:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD13-6a	BD13-6	BD13-6a_LP-DIR-T		mt	279.5	21.6	1	7	100	0.9	2.2	Igneous:Intrusive	Diabase	Diabase	863	829	K		hargrave 2020-10-01 13:35:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD13-6a	BD13-6											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD13-7a	BD13-7	BD13-7a_LP-DIR-T		mt	147.0	66.9	1	8	-1	3.7	3.8	Igneous:Intrusive	Diabase	Diabase	863	823	K		hargrave 2020-10-01 13:37:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD13-7a	BD13-7	BD13-7a_LP-DIR-T		mt	286.1	20.2	1	8	0	3.7	3.8	Igneous:Intrusive	Diabase	Diabase	863	823	K		hargrave 2020-10-01 13:37:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD13-7a	BD13-7	BD13-7a_LP-DIR-T		mt	286.1	20.2	1	8	100	3.7	3.8	Igneous:Intrusive	Diabase	Diabase	863	823	K		hargrave 2020-10-01 13:37:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD13-7a	BD13-7											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD13-8a	BD13-8	BD13-8a_LP-DIR-T		mt	284.1	22.5	1	7	0	2.7	2.7	Igneous:Intrusive	Diabase	Diabase	863	829	K		hargrave 2020-10-01 13:38:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD13-8a	BD13-8											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD13-8a	BD13-8	BD13-8a_LP-DIR-T		mt	284.1	22.5	1	7	100	2.7	2.7	Igneous:Intrusive	Diabase	Diabase	863	829	K		hargrave 2020-10-01 13:38:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD13-8a	BD13-8	BD13-8a_LP-DIR-T		mt	188.0	78.3	1	7	-1	2.7	2.7	Igneous:Intrusive	Diabase	Diabase	863	829	K		hargrave 2020-10-01 13:38:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD14-1a	BD14-1											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD14-2a	BD14-2											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD14-3a	BD14-3											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD14-3a	BD14-3	BD14-3a_LP-DIR-T		mt	286.0	50.4	1	9	100	4.8	3.7	Igneous:Intrusive	Diabase	Diabase	863	818	K		hargrave 2020-10-02 12:28:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD14-3a	BD14-3	BD14-3a_LP-DIR-T		mt	286.0	50.4	1	9	0	4.8	3.7	Igneous:Intrusive	Diabase	Diabase	863	818	K		hargrave 2020-10-02 12:28:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD14-3a	BD14-3	BD14-3a_LP-DIR-T		mt	215.3	35.4	1	9	-1	4.8	3.7	Igneous:Intrusive	Diabase	Diabase	863	818	K		hargrave 2020-10-02 12:28:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD14-4a	BD14-4											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD14-5a	BD14-5											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD14-5a	BD14-5	BD14-5a_LP-DIR-T		mt	280.5	74.4	1	8	100	2.6	2	Igneous:Intrusive	Diabase	Diabase	863	823	K		hargrave 2020-10-02 12:31:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD14-5a	BD14-5	BD14-5a_LP-DIR-T		mt	280.5	74.4	1	8	0	2.6	2	Igneous:Intrusive	Diabase	Diabase	863	823	K		hargrave 2020-10-02 12:31:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD14-5a	BD14-5	BD14-5a_LP-DIR-T		mt	166.8	56.1	1	8	-1	2.6	2	Igneous:Intrusive	Diabase	Diabase	863	823	K		hargrave 2020-10-02 12:31:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD14-6a	BD14-6	BD14-6a_LP-DIR-T		mt	304.0	65.7	1	11	100	3.7	1.8	Igneous:Intrusive	Diabase	Diabase	863	803	K		hargrave 2020-10-02 12:32:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD14-6a	BD14-6											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD14-6a	BD14-6	BD14-6a_LP-DIR-T		mt	304.0	65.7	1	11	0	3.7	1.8	Igneous:Intrusive	Diabase	Diabase	863	803	K		hargrave 2020-10-02 12:32:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD14-6a	BD14-6	BD14-6a_LP-DIR-T		mt	148.7	51	1	11	-1	3.7	1.8	Igneous:Intrusive	Diabase	Diabase	863	803	K		hargrave 2020-10-02 12:32:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD14-7a	BD14-7											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD14-8a	BD14-8											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD15-1a	BD15-1	BD15-1a_LP-DIR-T		mt	300.3	0.6	1	8	100	2.9	4.2	Igneous:Intrusive	Diabase	Diabase	863	823	K		hargrave 2020-10-02 12:35:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD15-1a	BD15-1											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD15-1a	BD15-1	BD15-1a_LP-DIR-T		mt	300.3	0.6	1	8	0	2.9	4.2	Igneous:Intrusive	Diabase	Diabase	863	823	K		hargrave 2020-10-02 12:35:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD15-1a	BD15-1	BD15-1a_LP-DIR-T		mt	83.5	39	1	8	-1	2.9	4.2	Igneous:Intrusive	Diabase	Diabase	863	823	K		hargrave 2020-10-02 12:35:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD15-2a	BD15-2	BD15-2a_LP-DIR-T		mt	91.0	33.9	1	11	-1	0.4	1.2	Igneous:Intrusive	Diabase	Diabase	863	803	K		hargrave 2020-10-02 12:37:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD15-2a	BD15-2	BD15-2a_LP-DIR-T		mt	298.9	3.6	1	11	0	0.4	1.2	Igneous:Intrusive	Diabase	Diabase	863	803	K		hargrave 2020-10-02 12:37:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD15-2a	BD15-2	BD15-2a_LP-DIR-T		mt	298.9	3.6	1	11	100	0.4	1.2	Igneous:Intrusive	Diabase	Diabase	863	803	K		hargrave 2020-10-02 12:37:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD15-2a	BD15-2											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
