tab	specimens
specimen	sample	experiments	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight
BD1-12a	BD1-12	BD1-12a_LP-DIR-AF		mc	296.6	38.4	1	17	0	1.6	2.4	Igneous:Intrusive	Diabase	Diabase	0.1	0.02	T		hargrave 2019-09-14 22:59:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
BD1-12a	BD1-12	BD1-12a_LP-DIR-AF		mc	117.1	32.9	1	17	-1	1.6	2.4	Igneous:Intrusive	Diabase	Diabase	0.1	0.02	T		hargrave 2019-09-14 22:59:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
BD1-13a	BD1-13	BD1-13a_LP-DIR-AF		mc	293.3	39.6	1	17	0	1.7	1.7	Igneous:Intrusive	Diabase	Diabase	0.1	0.02	T		hargrave 2019-09-14 23:53:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
BD1-13a	BD1-13											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD1-13a	BD1-13	BD1-13a_LP-DIR-AF		mc	119.1	36.8	1	17	-1	1.7	1.7	Igneous:Intrusive	Diabase	Diabase	0.1	0.02	T		hargrave 2019-09-14 23:53:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
BD1-13a	BD1-13	BD1-13a_LP-DIR-AF		mc	293.3	39.6	1	17	100	1.7	1.7	Igneous:Intrusive	Diabase	Diabase	0.1	0.02	T		hargrave 2019-09-14 23:53:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
BD1-14a	BD1-14											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD1-15a	BD1-15	BD1-15a_LP-DIR-AF		mc	117.4	48.4	1	22	-1	1.6	1	Igneous:Intrusive	Diabase	Diabase	0.1	0.01	T		hargrave 2019-09-15 01:38:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
BD1-15a	BD1-15	BD1-15a_LP-DIR-AF		mc	289.5	41	1	22	0	1.6	1	Igneous:Intrusive	Diabase	Diabase	0.1	0.01	T		hargrave 2019-09-15 01:38:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
BD1-15a	BD1-15	BD1-15a_LP-DIR-AF		mc	289.5	41	1	22	100	1.6	1	Igneous:Intrusive	Diabase	Diabase	0.1	0.01	T		hargrave 2019-09-15 01:38:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
BD1-15a	BD1-15											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD1-1a	BD1-1											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD1-1a	BD1-1	BD1-1a_LP-DIR-AF		mc	269.7	49.3	1	17	-1	1.8	0.5	Igneous:Intrusive	Diabase	Diabase	0.1	0.02	T		hargrave 2019-09-14 11:55:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
BD1-1a	BD1-1	BD1-1a_LP-DIR-AF		mc	294.2	43.5	1	17	0	1.8	0.5	Igneous:Intrusive	Diabase	Diabase	0.1	0.02	T		hargrave 2019-09-14 11:55:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
BD1-1a	BD1-1	BD1-1a_LP-DIR-AF		mc	294.2	43.5	1	17	100	1.8	0.5	Igneous:Intrusive	Diabase	Diabase	0.1	0.02	T		hargrave 2019-09-14 11:55:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
BD1-2a	BD1-2	BD1-2a_LP-DIR-AF		mc	292.8	39.1	1	16	100	4.6	1.2	Igneous:Intrusive	Diabase	Diabase	0.1	0.025	T		hargrave 2019-09-14 12:47:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
BD1-2a	BD1-2	BD1-2a_LP-DIR-AF		mc	254.1	46.1	1	16	-1	4.6	1.2	Igneous:Intrusive	Diabase	Diabase	0.1	0.025	T		hargrave 2019-09-14 12:47:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
BD1-2a	BD1-2	BD1-2a_LP-DIR-AF		mc	292.8	39.1	1	16	0	4.6	1.2	Igneous:Intrusive	Diabase	Diabase	0.1	0.025	T		hargrave 2019-09-14 12:47:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
BD1-2a	BD1-2											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD1-3a	BD1-3	BD1-3a_LP-DIR-AF		mc	260.2	65.5	1	15	-1	1.1	1.5	Igneous:Intrusive	Diabase	Diabase	0.1	0.03	T		hargrave 2019-09-14 13:39:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
BD1-3a	BD1-3											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD1-3a	BD1-3	BD1-3a_LP-DIR-AF		mc	296.1	40.5	1	15	100	1.1	1.5	Igneous:Intrusive	Diabase	Diabase	0.1	0.03	T		hargrave 2019-09-14 13:39:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
BD1-3a	BD1-3	BD1-3a_LP-DIR-AF		mc	296.1	40.5	1	15	0	1.1	1.5	Igneous:Intrusive	Diabase	Diabase	0.1	0.03	T		hargrave 2019-09-14 13:39:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
BD1-4a	BD1-4											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD1-4a	BD1-4	BD1-4a_LP-DIR-AF		mc	294.7	39.7	1	15	100	3.5	1	Igneous:Intrusive	Diabase	Diabase	0.1	0.03	T		hargrave 2019-09-14 14:32:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
BD1-4a	BD1-4	BD1-4a_LP-DIR-AF		mc	294.7	39.7	1	15	0	3.5	1	Igneous:Intrusive	Diabase	Diabase	0.1	0.03	T		hargrave 2019-09-14 14:32:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
BD1-4a	BD1-4	BD1-4a_LP-DIR-AF		mc	257.4	76.2	1	15	-1	3.5	1	Igneous:Intrusive	Diabase	Diabase	0.1	0.03	T		hargrave 2019-09-14 14:32:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
BD1-5a	BD1-5	BD1-5a_LP-DIR-AF		mc	242.7	73.6	1	11	-1	6.2	0.9	Igneous:Intrusive	Diabase	Diabase	0.1	0.05	T		hargrave 2019-09-14 15:24:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
BD1-5a	BD1-5	BD1-5a_LP-DIR-AF		mc	295.8	41	1	11	0	6.2	0.9	Igneous:Intrusive	Diabase	Diabase	0.1	0.05	T		hargrave 2019-09-14 15:24:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
BD1-5a	BD1-5											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD1-5a	BD1-5	BD1-5a_LP-DIR-AF		mc	295.8	41	1	11	100	6.2	0.9	Igneous:Intrusive	Diabase	Diabase	0.1	0.05	T		hargrave 2019-09-14 15:24:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
BD1-6a	BD1-6	BD1-6a_LP-DIR-AF		mc	294.5	40.1	1	13	100	3.9	0.6	Igneous:Intrusive	Diabase	Diabase	0.1	0.04	T		hargrave 2019-09-14 16:19:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
BD1-6a	BD1-6											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD1-6a	BD1-6	BD1-6a_LP-DIR-AF		mc	294.5	40.1	1	13	0	3.9	0.6	Igneous:Intrusive	Diabase	Diabase	0.1	0.04	T		hargrave 2019-09-14 16:19:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
BD1-6a	BD1-6	BD1-6a_LP-DIR-AF		mc	147.0	54.7	1	13	-1	3.9	0.6	Igneous:Intrusive	Diabase	Diabase	0.1	0.04	T		hargrave 2019-09-14 16:19:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
BD1-7a	BD1-7	BD1-7a_LP-DIR-AF		mc	286.6	41.3	1	13	0	2.6	0.5	Igneous:Intrusive	Diabase	Diabase	0.1	0.04	T		hargrave 2019-09-14 18:34:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
BD1-7a	BD1-7	BD1-7a_LP-DIR-AF		mc	286.6	41.3	1	13	100	2.6	0.5	Igneous:Intrusive	Diabase	Diabase	0.1	0.04	T		hargrave 2019-09-14 18:34:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
BD1-7a	BD1-7	BD1-7a_LP-DIR-AF		mc	146.9	56.8	1	13	-1	2.6	0.5	Igneous:Intrusive	Diabase	Diabase	0.1	0.04	T		hargrave 2019-09-14 18:34:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
BD1-7a	BD1-7											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD1-8a	BD1-8											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD1-8a	BD1-8	BD1-8a_LP-DIR-AF		mc	230.9	29.6	1	15	-1	1.1	1.2	Igneous:Intrusive	Diabase	Diabase	0.1	0.03	T		hargrave 2019-09-14 19:28:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
BD1-8a	BD1-8	BD1-8a_LP-DIR-AF		mc	296.0	46.2	1	15	0	1.1	1.2	Igneous:Intrusive	Diabase	Diabase	0.1	0.03	T		hargrave 2019-09-14 19:28:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
BD1-8a	BD1-8	BD1-8a_LP-DIR-AF		mc	296.0	46.2	1	15	100	1.1	1.2	Igneous:Intrusive	Diabase	Diabase	0.1	0.03	T		hargrave 2019-09-14 19:28:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
BD1-9a	BD1-9											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD1-9a	BD1-9	BD1-9a_LP-DIR-AF		mc	290.9	44.4	1	15	-1	1.3	1.7	Igneous:Intrusive	Diabase	Diabase	0.1	0.03	T		hargrave 2019-09-14 20:20:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
BD1-9a	BD1-9	BD1-9a_LP-DIR-AF		mc	292.5	37.1	1	15	0	1.3	1.7	Igneous:Intrusive	Diabase	Diabase	0.1	0.03	T		hargrave 2019-09-14 20:20:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
BD1-9a	BD1-9	BD1-9a_LP-DIR-AF		mc	292.5	37.1	1	15	100	1.3	1.7	Igneous:Intrusive	Diabase	Diabase	0.1	0.03	T		hargrave 2019-09-14 20:20:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g		
BD10-10a	BD10-10											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD10-10a	BD10-10	BD10-10a_LP-DIR-T		mt	306.6	50.4	1	12	100	2.1	3.8	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:52:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD10-10a	BD10-10	BD10-10a_LP-DIR-T		mt	306.6	50.4	1	12	0	2.1	3.8	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:52:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD10-10a	BD10-10	BD10-10a_LP-DIR-T		mt	221.9	19.7	1	12	-1	2.1	3.8	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:52:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD10-1a	BD10-1	BD10-1a_LP-DIR-T		mt	300.1	42.5	1	12	0	1.4	2.5	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:34:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD10-1a	BD10-1											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD10-1a	BD10-1	BD10-1a_LP-DIR-T		mt	257.3	47.2	1	12	-1	1.4	2.5	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:34:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD10-1a	BD10-1	BD10-1a_LP-DIR-T		mt	300.1	42.5	1	12	100	1.4	2.5	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:34:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD10-2a	BD10-2	BD10-2a_LP-DIR-T		mt	297.6	45.5	1	12	100	1.2	2.8	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:36:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD10-2a	BD10-2	BD10-2a_LP-DIR-T		mt	297.6	45.5	1	12	0	1.2	2.8	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:36:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD10-2a	BD10-2	BD10-2a_LP-DIR-T		mt	241.2	40.2	1	12	-1	1.2	2.8	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:36:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD10-2a	BD10-2											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD10-3a	BD10-3	BD10-3a_LP-DIR-T		mt	292.5	46.8	1	12	100	0.9	2.6	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:40:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD10-3a	BD10-3	BD10-3a_LP-DIR-T		mt	292.5	46.8	1	12	0	0.9	2.6	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:40:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD10-3a	BD10-3	BD10-3a_LP-DIR-T		mt	228.3	24	1	12	-1	0.9	2.6	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:40:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD10-3a	BD10-3											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD10-4a	BD10-4	BD10-4a_LP-DIR-T		mt	289.8	49.3	1	12	0	1.1	3.3	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:24:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD10-4a	BD10-4	BD10-4a_LP-DIR-T		mt	223.9	26.4	1	12	-1	1.1	3.3	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:24:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD10-4a	BD10-4	BD10-4a_LP-DIR-T		mt	289.8	49.3	1	12	100	1.1	3.3	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:24:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD10-4a	BD10-4											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD10-5a	BD10-5	BD10-5a_LP-DIR-T		mt	292.5	49.9	1	12	100	1.4	1.2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:44:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD10-5a	BD10-5	BD10-5a_LP-DIR-T		mt	292.5	49.9	1	12	0	1.4	1.2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:44:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD10-5a	BD10-5	BD10-5a_LP-DIR-T		mt	243.3	68.7	1	12	-1	1.4	1.2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:44:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD10-5a	BD10-5											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD10-6a	BD10-6											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD10-6a	BD10-6	BD10-6a_LP-DIR-T		mt	293.8	44.6	1	12	100	1.3	1.4	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:46:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD10-6a	BD10-6	BD10-6a_LP-DIR-T		mt	293.8	44.6	1	12	0	1.3	1.4	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:46:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD10-6a	BD10-6	BD10-6a_LP-DIR-T		mt	351.5	56.5	1	12	-1	1.3	1.4	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:46:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD10-7a	BD10-7											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD10-7a	BD10-7	BD10-7a_LP-DIR-T		mt	298.7	45	1	12	100	1.7	2.7	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 17:01:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD10-7a	BD10-7	BD10-7a_LP-DIR-T		mt	298.7	45	1	12	0	1.7	2.7	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 17:01:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD10-7a	BD10-7	BD10-7a_LP-DIR-T		mt	223.8	30.6	1	12	-1	1.7	2.7	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 17:01:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD10-8a	BD10-8	BD10-8a_LP-DIR-T		mt	299.5	44.2	1	10	0	0.7	2.2	Igneous:Intrusive	Diabase	Diabase	863	807	K		hargrave 2020-09-17 14:49:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD10-8a	BD10-8	BD10-8a_LP-DIR-T		mt	225.0	27.7	1	10	-1	0.7	2.2	Igneous:Intrusive	Diabase	Diabase	863	807	K		hargrave 2020-09-17 14:49:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD10-8a	BD10-8											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD10-8a	BD10-8	BD10-8a_LP-DIR-T		mt	299.5	44.2	1	10	100	0.7	2.2	Igneous:Intrusive	Diabase	Diabase	863	807	K		hargrave 2020-09-17 14:49:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD10-9a	BD10-9	BD10-9a_LP-DIR-T		mt	298.7	42.6	1	12	0	1.5	2.8	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:50:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD10-9a	BD10-9	BD10-9a_LP-DIR-T		mt	230.8	20.9	1	12	-1	1.5	2.8	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:50:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD10-9a	BD10-9											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD10-9a	BD10-9	BD10-9a_LP-DIR-T		mt	298.7	42.6	1	12	100	1.5	2.8	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:50:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD11-1a	BD11-1	BD11-1a_LP-DIR-T		mt	196.3	48.7	1	12	-1	0	2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:54:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD11-1a	BD11-1											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD11-1a	BD11-1	BD11-1a_LP-DIR-T		mt	295.1	45.1	1	12	0	0	2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:54:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD11-1a	BD11-1	BD11-1a_LP-DIR-T		mt	295.1	45.1	1	12	100	0	2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 14:54:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD11-2a	BD11-2	BD11-2a_LP-DIR-T		mt	294.8	41.5	1	12	0	1.3	2.2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:27:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
BD11-2a	BD11-2	BD11-2a_LP-DIR-T		mt	294.8	41.5	1	12	100	1.3	2.2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:27:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
BD11-2a	BD11-2											Igneous:Intrusive	Diabase	Diabase								This study	LP-NOMAG	g		
BD11-2a	BD11-2	BD11-2a_LP-DIR-T		mt	204.6	61.2	1	12	-1	1.3	2.2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 16:27:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
BD11-3a	BD11-3	BD11-3a_LP-DIR-T		mt	226.8	36.7	1	12	-1	0.4	1.2	Igneous:Intrusive	Diabase	Diabase	863	793	K		hargrave 2020-09-17 15:00:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
